ebird2021,bird_genera,comment
grespi2,synallaxis,
grests1,cecropis,
gresun1,anthreptes,
gretea1,anas,
gretho1,discosura,
gretho2,phacellodomus,
grethr1,turdus,
gretin1,tinamus,
gretin2,pogoniulus,
gretit1,parus,
gretit2,parus,
gretit4,parus,
gretyr1,phyllomyias,
grewar2,phylloscopus,
grewar3,phylloscopus,
grewhi1,curruca,
grewoo1,artamus,
grewoo2,phoeniculus,
grexen1,megaxenops,
greyel,tringa,
greyel1,chrysophlegma,
grfdov1,leptotila,
grfhaw1,accipiter,
grfhum1,leucolia,
grflan1,doryfera,
grfpar1,erythrura,
grglea1,chloropsis,
grgmac,ara,
grgowl,strix,
grgrob1,amalocichla,
grgtan1,chlorornis,
grgwar1,helopsaltes,
grhcha1,ortalis,
grhgul,chroicocephalus,
grhkit1,leptodon,
grhlar1,alaemon,
grhori1,oriolus,
grhowl,bubo,
grhowl2,bubo,
grhpip1,piprites,
grhtan1,eucometis,
grhtan2,tangara,
grifin1,incaspiza,
grilon1,macronyx,
gripig1,ducula,
grkfin,rhodacanthis,
grkwhe1,zosterops,
grnava1,amandava,
grnfig1,sphecotheres,
grnher,butorides,
grnimp2,ducula,
grnjay,cyanocorax,
grnjay1,cyanocorax,
grnjay2,cyanocorax,
grnkin,chloroceryle,
grnlon1,urolais,
grnpar,psittacara,
grnpar2,psittacara,
grnpar3,psittacara,
grnpyg1,nettapus,
grnsan,tringa,
grntan1,tangara,
grnvie1,colibri,
grnwar1,phylloscopus,
grnwoo1,picus,
grnwoo3,picus,
grocus1,coracina,
gropar1,pezoporus,
gropar2,pezoporus,
grothr1,psophocichla,
grotit1,pseudopodoces,
growea1,amblyospiza,
growoo1,geocolaptes,
grpchi,tympanuchus,
grpeag1,pithecophaga,
grpfin1,embernagra,
grpsni1,rostratula,
grrpar1,forpus,
grrspa1,passer,
grrswi1,chaetura,
grrtai1,prioniturus,
grrwar1,acrocephalus,
grrwoo1,xiphocolaptes,
grsbab1,pteruthius,
grsbop1,lophorina,
grscuc1,clamator,
grseag1,clanga,
grsfly1,ptiliogonys,
grshon1,myza,
grskiw1,apteryx,
grsplo,charadrius,
grsvir1,vireolanius,
grswar1,bradypterus,
grswar2,acrocephalus,
grswoo,dendrocopos,
grswoo1,mulleripicus,
grtcar1,eulampis,
grtcha1,granatellus,
grtdro1,dicrurus,
grteme1,chlorostilbon,
grtgol1,polytmus,
grtgra,quiscalus,
grtjac1,galbula,
grtkne1,esacus,
grtlea1,sclerurus,
grtman1,anthracothorax,
grtsun1,aethopyga,
grttra1,lesbia,
grtwar1,microligea,
grwpel1,pelecanus,
grwpet2,pterodroma,
grwpet3,pterodroma,
grwpyt1,pytilia,
grwsal1,saltator,
grwtyr1,stigmatura,
gryant1,myrmotherula,
gryant2,cercomacra,
gryapa1,apalis,
grybun,emberiza,
grybus1,saxicola,
grybut1,cracticus,
grycat,dumetella,
grycis1,cisticola,
grycro1,corvus,
grycur1,strepera,
grycus1,coracina,
gryemt1,bradypterus,
gryfal1,falco,
gryfan1,rhipidura,
gryfin1,sicalis,
gryfin2,sicalis,
gryfin3,sicalis,
gryfly,empidonax,
gryfra,ortygornis,
gryfri1,philemon,
grygab1,corythaixoides,
gryger1,gerygone,
grygos1,accipiter,
grygra1,amytornis,
grygre1,eurillas,
grygrt1,geokichla,
grygul,leucophaeus,
gryhaw2,buteo,
gryhaw3,buteo,
gryhon1,conopophila,
gryimp1,ducula,
gryjay,perisoreus,
grykes1,falco,
grykin,tyrannus,
grylau1,garrulax,
grylon1,macrosphenus,
grymon1,nengetus,
grynig1,caprimulgus,
grynig2,caprimulgus,
grynod1,anous,
grypar,perdix,
grypar1,psittacus,
grypep2,polyplectron,
grypep3,polyplectron,
grypra1,glareola,
grysee1,sporophila,
grysht1,colluricincla,
grysib1,heterophasia,
grytif1,fraseria,
grytin1,tinamus,
grytit1,melaniparus,
grytre1,dendrocitta,
gryvir,vireo,
grywaf1,certhidea,
grywag,motacilla,
grywhi2,pachycephala,
grywoo1,chloropicus,
grywre1,cantorchilus,
grywrw1,calamonastes,
gsbfin1,arremon,
gsgdov1,metriopelia,
gstlar1,calandrella,
gstswi1,panyptila,
gtmgem1,lampornis,
guacar2,caracara,
guacor1,leucocarbo,
guacro1,corvus,
guafly1,myiagra,
guahon1,guadalcanaria,
guaiab1,bolbopsittacus,
guarai1,gallirallus,
guathi1,cincloramphus,
guawoo1,melanerpes,
guawoo2,campephilus,
gubter1,gelochelidon,
gubter3,gelochelidon,
gufgle1,syndactyla,
guhwhi1,pachycephala,
guicuc1,guira,
guigna2,polioptila,
guigna3,polioptila,
guigna4,polioptila,
guipuf1,notharchus,
guista1,myrmotherula,
guitan1,hemithraupis,
guitou1,selenidera,
guitur1,tauraco,
guityr1,zimmerius,
guiwaa1,hypocnemis,
gunhaw1,accipiter,
gurcot1,phoenicircus,
gureag1,aquila,
gurpit1,hydrornis,
gursug1,promerops,
gusgro,centrocercus,
guspet,hydrobates,
gwfgoo,anser,
gybant1,ammonastes,
gybbab1,malacopteron,
gybbab2,robsonius,
gybbul1,rubigula,
gybcom1,taphrolesbia,
gybfis1,lanius,
gybflo1,diglossa,
gybfly1,lathrotriccus,
gybfra1,pternistis,
gybhaw1,accipiter,
gybhaw2,pseudastur,
gybmar,progne,
gybmot1,andigena,
gybmun1,lonchura,
gybpar1,pyrrhura,
gybpar3,arborophila,
gybpar4,arborophila,
gybpar5,arborophila,
gybpar6,arborophila,
gybpri1,prinia,
gybrob1,eopsaltria,
gybsab1,campylopterus,
gybsab4,campylopterus,
gybsee1,thinocorus,
gybshr1,lanius,
gybsht1,agriornis,
gybspi1,synallaxis,
gybspi2,arachnothera,
gybspl1,eremopterix,
gybstp1,garrodia,
gybtac1,polystictus,
gybtai1,orthotomus,
gybter1,onychoprion,
gybtes1,tesia,
gybthr1,turdus,
gybwow3,henicorhina,
gybwrb1,spelaeornis,
gycbab1,pomatostomus,
gycbul3,alophoixus,
gyccro1,laniellus,
gyccuc,coccyzus,
gycfin1,lophospingus,
gycfly1,tolmomyias,
gycful1,alcippe,
gycful3,alcippe,
gycful4,alcippe,
gycful5,alcippe,
gycgre1,hylophilus,
gychel1,prionops,
gychem1,kleinothraupis,
gycher1,phaethornis,
gycill1,kakamega,
gycjuf1,cyornis,
gycmin1,pericrocotus,
gycmun1,lonchura,
gycnun1,nonnula,
gycpar1,brotogeris,
gycpig1,treron,
gycpri1,prinia,
gycshr1,lanius,
gyctet1,xanthomixis,
gycthr,catharus,
gyctib1,mixornis,
gyctit1,lophophanes,
gyctyr1,phyllomyias,
gyctyr2,serpophaga,
gycwar1,phylloscopus,
gycwar2,phylloscopus,
gycwar3,eminia,
gycwoo1,yungipicus,
gycwor1,aramides,
gycyel,geothlypis,
gyebul1,iole,
gyegre1,hylophilus,
gyfbuz1,butastur,
gyfcin1,cinclodes,
gyfhon1,ptilotula,
gyflio1,liocichla,
gyftib1,mixornis,
gyfwoo1,picus,
gygbus1,telophorus,
gygfrd1,ptilinopus,
gygscr1,sericornis,
gyhalb,thalassarche,
gyhant1,ampelornis,
gyhatt1,attila,
gyhbab1,stachyris,
gyhbat1,batis,
gyhbri1,bleda,
gyhbro1,smithornis,
gyhbul1,brachypodius,
gyhbul2,pyrrhula,
gyhbun1,emberiza,
gyhbus1,malaconotus,
gyhbut1,cnemoscopus,
gyhcaf1,culicicapa,
gyhchi,poecile,
gyhcus1,edolisoma,
gyhdov1,leptotila,
gyhdov3,leptotila,
gyhfie1,haliaeetus,
gyhfly1,mionectes,
gyhfrd1,ptilinopus,
gyhgos1,accipiter,
gyhgre1,phyllastrephus,
gyhhon1,ptilotula,
gyhimp1,ducula,
gyhkin1,halcyon,
gyhlap1,vanellus,
gyhlov1,agapornis,
gyhmun1,lonchura,
gyhneg1,nigrita,
gyholi1,delacourella,
gyhpar1,psilopsiagon,
gyhpar2,psittacula,
gyhpar3,psittiparus,
gyhpar4,sinosuthora,
gyhrob1,heteromyias,
gyhrob2,heteromyias,
gyhsif1,phrygilus,
gyhsil1,spermestes,
gyhsow1,pseudonigrita,
gyhspa1,passer,
gyhspi1,cranioleuca,
gyhsun1,deleornis,
gyhsun2,aethopyga,
gyhtof1,todirostrum,
gyhvul1,cathartes,
gyhwar1,basileuterus,
gyhwar2,phylloscopus,
gyhwhe1,heleia,
gyhwoo1,chloropicus,
gyltin1,crypturellus,
gymwre1,odontorchilus,
gynant1,grallaria,
gynroc1,picathartes,
gyogre1,phyllastrephus,
gyrfal,falco,
gyrswa1,pseudhirundo,
gyrswi5,collocalia,
gyrtre1,hemiprocne,
gysbuw1,cettia,
gysflo1,dicaeum,
gysfly1,muscicapa,
gysfra1,pternistis,
gyslau,pterorhinus,
gysscb1,erythrogenys,
gysthr1,turdus,
gytbab1,stachyris,
gytbar1,gymnobucco,
gytbul1,alophoixus,
gytmar1,riparia,
gytpih1,snowornis,
gytrai1,canirallus,
gyttat1,tringa,
gyttif1,fraseria,
gytwaf1,microspingus,
gytwar1,myiothlypis,
gytwhe1,zosterops,
gywbla1,turdus,
gywcot1,lipaugus,
gywfra1,scleroptila,
gywinf1,incaspiza,
gywroc1,cossypha,
gywtru1,psophia,
habbar1,tricholaema,
habbul1,tricholestes,
habfly1,cyornis,
hacant1,rhegmatorhina,
hacdro1,dicrurus,
hackin1,alcedo,
hacspa1,arremon,
hadibi1,bostrychia,
haipar1,arborophila,
haiwoo,dryobates,
halbab1,pomatostomus,
halcus1,celebesia,
halori1,oriolus,
halwar1,phylloscopus,
hamerk1,scopus,
hamfly,empidonax,
hanboo1,ninox,
hanboo2,ninox,
hanfly1,nephelomyias,
hanfra2,pternistis,
hanfru1,pipreola,
hansun1,aethopyga,
hapwre1,pheugopedius,
harant1,rhegmatorhina,
harbab1,turdoides,
harbus2,lissotis,
harduc,histrionicus,
harduc1,pteronetta,
hareag1,harpia,
harfra3,pternistis,
harfra4,pternistis,
hargul1,chroicocephalus,
harlew1,phylloscopus,
harqua1,coturnix,
harspa,zonotrichia,
hartur1,tauraco,
hattyr1,hemitriccus,
hauthr1,turdus,
hauthr3,turdus,
hawama,chlorodrepanis,
hawcoo,fulica,
hawcre,loxops,
hawcro,corvus,
hawduc,anas,
hawfin,coccothraustes,
hawgoo,branta,
hawhaw,buteo,
hawmam1,drepanis,
hawoo,moho,
hawpet1,pterodroma,
hawrai,zapornia,
hawrai1,diaphorapteryx,
hazgro1,tetrastes,
heegul,larus,
heicra1,zapornia,
heisha1,leucocarbo,
heishe1,puffinus,
helcur1,pauxi,
helfri1,philemon,
helfri3,philemon,
helfri4,philemon,
helgui,numida,
helhor1,buceros,
helman1,antilophia,
helmyn1,basilornis,
helpip1,anthus,
helvan1,euryceros,
helwoo1,celeus,
hemhor1,lophoceros,
hemwea1,ploceus,
hengos1,accipiter,
henpet1,pterodroma,
henspa,centronyx,
heptan,piranga,
heptan1,piranga,
heptan2,piranga,
heptan3,piranga,
heptyr1,lophotriccus,
hercha1,melaenornis,
hergul,larus,
herpet2,pterodroma,
herthr,catharus,
herwar,setophaga,
heswoo1,hemicircus,
heubus1,neotis,
heufra1,pternistis,
heuwhe1,oenanthe,
heuwhe2,zosterops,
hfptyr1,pseudotriccus,
hhfgle1,clibanornis,
hibfly1,cyornis,
hibfly3,cyornis,
hifdov1,ptilinopus,
higela2,elaenia,
higela3,elaenia,
higgua1,penelopina,
higmot1,momotus,
higtin1,nothocercus,
hilfra2,pternistis,
hilmyn,gracula,
hilpar1,arborophila,
hilpig1,columba,
hilpri1,prinia,
hilpri2,prinia,
hilsta1,lamprotornis,
himacc1,prunella,
himblu1,tarsiger,
himcuc1,cuculus,
himfla1,dinopium,
himgri1,gyps,
himmon1,lophophorus,
himowl1,strix,
himqua1,ophrysia,
himrub1,calliope,
himshb1,pteruthius,
himsno,tetraogallus,
himswi2,aerodramus,
himthr1,zoothera,
himwoo1,dendrocopos,
hipbab1,turdoides,
hirwar1,acrocephalus,
hirwar2,bradypterus,
hiscro,loxia,
hiseme1,riccordia,
hislic1,coccyzus,
hispar,psittacara,
hispar1,amazona,
hispew1,contopus,
hisspi,spindalis,
histro1,priotelus,
hiswoo1,melanerpes,
hoapuf1,haplophaedia,
hoared,acanthis,
hoatzi1,opisthocomus,
hobbul1,setornis,
hobcuc1,chrysococcyx,
hobher2,glaucis,
hobkin1,melidora,
hobkit,chondrohierax,
hobkit2,chondrohierax,
hobvan1,vanga,
hodfro1,batrachostomus,
hodhac1,hierococcyx,
hodred1,phoenicurus,
hofwoo1,melanerpes,
hofwoo2,dendrocolaptes,
hogwea1,ploceus,
hohgre1,poliocephalus,
homtan1,buthraupis,
homtou1,andigena,
honeme1,amazilia,
hongre1,baeopogon,
hooant1,grallaricula,
hoober2,carpornis,
hoobut1,cracticus,
hoocra1,grus,
hoocro1,corvus,
hoocus1,coracina,
hoogna1,conopophaga,
hoogre1,podiceps,
hoogro1,coccothraustes,
hoomer,lophodytes,
hoomoc1,mimus,
hoomon1,symposiachrus,
hoomun1,lonchura,
hooori,icterus,
hoopar1,psephotus,
hoopit1,pitohui,
hoopit2,pitta,
hooplo2,thinornis,
hoopoe,upupa,
hoorob1,melanodryas,
hoosis1,spinus,
hootan1,nemosia,
hootin1,nothocercus,
hootre1,crypsirina,
hoovis2,augastes,
hoovul1,necrosyrtes,
hoowar,setophaga,
hoowhe1,oenanthe,
hooyel1,geothlypis,
horbab2,malacocincla,
horcoo1,fulica,
horcur2,pauxi,
horcur3,pauxi,
horgre,podiceps,
horgua1,oreophasis,
horlar,eremophila,
horpar2,eunymphicus,
horpar3,eunymphicus,
horpuf,fratercula,
horscr1,anhima,
horsun2,heliactin,
horswi1,apus,
hosbro1,calyptomena,
hotbar1,actinodura,
hotbut1,turnix,
hotbut3,turnix,
hotspi1,synallaxis,
hottea1,spatula,
houbun2,emberiza,
houbun3,emberiza,
houbus1,chlamydotis,
houcro1,corvus,
houfin,haemorhous,
houspa,passer,
houswi1,apus,
houwre,troglodytes,
houwre5,troglodytes,
hrshaw,parabuteo,
huatin1,rhynchotus,
hubtyr1,knipolegus,
hudcan1,asthenes,
hudgod,limosa,
huia1,heteralocha,
humant1,myrmelastes,
humher1,ardea,
humlar1,calandrella,
humowl1,strix,
humpen1,spheniscus,
humphe1,syrmaticus,
humsap2,chrysuronia,
humsun2,cinnyris,
humwar1,phylloscopus,
humwhe1,zosterops,
humwhe2,oenanthe,
humwhi1,curruca,
huncis1,cisticola,
hunsun2,chalcomitra,
huoast1,astrapia,
huocat1,ailuroedus,
huomel1,melidectes,
hutshe1,puffinus,
hutvir,vireo,
hyamac1,anodorhynchus,
hyavis1,augastes,
hypoco1,hypocolius,
ibamal1,malimbus,
ibechi2,phylloscopus,
ibesee1,sporophila,
ibgshr1,lanius,
ibisbi1,ibidorhyncha,
ictgre1,phyllastrephus,
ictwar1,hippolais,
iheant1,myrmotherula,
iiwi,drepanis,
ijlwar1,phylloscopus,
imewaa1,hypocnemis,
imispa1,accipiter,
immant1,hafferia,
immwrb1,pnoepyga,
impcor1,leucocarbo,
impeag1,aquila,
imppar1,amazona,
impsni1,gallinago,
impwoo1,campephilus,
inagna1,polioptila,
inawoo1,lepidocolaptes,
inawoo2,nesophlox,
inbkin2,ceyx,
inbrob1,larvivora,
incdov,columbina,
incfly1,leptopogon,
inchum1,saucerottia,
incter1,larosterna,
incwre1,pheugopedius,
indbar1,psilopogon,
indbun,passerina,
indbus1,ardeotis,
indbus2,mirafra,
indbus3,mirafra,
indcha1,oenanthe,
indcor1,phalacrocorax,
indcou1,cursorius,
indcuc1,cuculus,
indcus1,lalage,
indflo1,diglossa,
indfly1,eumyias,
indful1,fulvetta,
indhon1,lichmera,
indmac1,anodorhynchus,
indnig1,caprimulgus,
indpit1,pitta,
indrob1,copsychus,
indrol1,coracias,
indrol3,coracias,
indsil,euodice,
indski1,rynchops,
indswi1,aerodramus,
indthk1,burhinus,
indtit1,machlolophus,
indvul1,gyps,
indwhe1,zosterops,
indyuh1,staphida,
inghor2,ocyceros,
ingori1,oriolus,
inirai1,atlantisia,
inldot2,peltohyas,
inltho1,acanthiza,
inpher1,ardeola,
insbab1,pomatorhinus,
inseag1,clanga,
insowl1,otus,
intant1,herpsilochmus,
integr,ardea,
invrai1,gallirallus,
inwpar1,hapalopsittaca,
iphmon2,pomarea,
iqugna1,polioptila,
irabab1,argya,
irgjay1,podoces,
iriaka1,sheppardia,
irilor1,saudareos,
isabuh1,amaurornis,
isaori1,oriolus,
isashr1,lanius,
isawhe1,oenanthe,
isbduc1,anas,
iscdov1,streptopelia,
isipig1,ducula,
islfly1,eumyias,
isllew10,phylloscopus,
isllew9,phylloscopus,
islmon1,monarcha,
islthr1,turdus,
islwar1,phylloscopus,
islwhi2,pachycephala,
issjay,aphelocoma,
istwre1,cantorchilus,
itaspa1,passer,
itaspi1,asthenes,
itonig1,caprimulgus,
itubat1,batis,
ivbara1,pteroglossus,
ivbara3,pteroglossus,
ivbpit1,pitta,
ivbwoo,campephilus,
ivbwoo1,xiphorhynchus,
ivogul,pagophila,
izuthr1,turdus,
jabiru,jabiru,
jabwar,horornis,
jabwar1,locustella,
jacbuz1,buteo,
jacfra2,pternistis,
jachor1,tockus,
jacpen1,spheniscus,
jacsni,lymnocryptes,
jacwid1,euplectes,
jacwin1,microeca,
jafdov1,ptilinopus,
jamant1,parmoptila,
jambec1,pachyramphus,
jambla1,nesopsar,
jamcro1,corvus,
jamela1,myiopagis,
jameup1,euphonia,
jamfir1,lagonosticta,
jamfla1,phoenicoparrus,
jamind1,vidua,
jamlic1,coccyzus,
jamman1,anthracothorax,
jamori1,icterus,
jamowl1,asio,
jampau,siphonorhis,
jampew1,contopus,
jamspi,spindalis,
jamtod1,todus,
jamvir1,vireo,
jamwoo1,melanerpes,
janher1,gorsachius,
janpar1,aratinga,
japacc1,prunella,
japcor1,phalacrocorax,
japfly1,terpsiphone,
japgro1,eophona,
japher1,ardeola,
japmur1,synthliboramphus,
japqua,coturnix,
japrob1,larvivora,
japspa1,accipiter,
japthr1,turdus,
japwag1,motacilla,
japwax1,bombycilla,
japwoo1,picus,
jasowl1,otus,
jasowl2,otus,
javcoc1,cochoa,
javcus1,coracina,
javfla1,chrysocolaptes,
javfro2,batrachostomus,
javfro3,batrachostomus,
javful1,alcippe,
javhae1,nisaetus,
javkin1,halcyon,
javmun1,lonchura,
javowl1,glaucidium,
javplo1,charadrius,
javspa,padda,
javtes1,tesia,
javtro1,harpactes,
javwht1,myophonus,
jaweye1,platysteira,
jaweye2,zosterops,
jawpig1,columba,
jelcht1,ochthoeca,
jerbab1,chrysomma,
jerbaz1,aviceda,
jerbus1,saxicola,
jerbus2,mirafra,
jercou1,rhinoptilus,
jerlea1,chloropsis,
jernig1,caprimulgus,
jetant1,cercomacra,
jetman2,chloropipo,
jfttyr1,anairetes,
jgtwhe1,heleia,
jobman1,manucodia,
jocant1,grallaria,
johsun2,cinnyris,
johtot1,poecilotriccus,
jopind1,vidua,
joslor1,charmosyna,
jottyr1,hemitriccus,
joupet,bulweria,
joygre1,chlorocichla,
jrswar1,bradypterus,
jubqua1,perdicula,
juffir1,sephanoides,
jufpet,pterodroma,
junbab2,argya,
juncan1,asthenes,
jungre1,podiceps,
junhao1,ninox,
junmyn1,acridotheres,
junowl1,glaucidium,
junpri1,prinia,
juntap1,scytalopus,
juntit1,baeolophus,
kagu1,rhynochetos,
kaicus1,edolisoma,
kakapo2,strigops,
kakawa,paroreomyza,
kalgra1,amytornis,
kalphe,lophura,
kamao,myadestes,
kamwea1,ploceus,
kanfan1,rhipidura,
kanhon1,meliphacator,
kanwax1,estrilda,
karapa1,apalis,
karbus1,eupodotis,
karcha1,emarginata,
karlar2,calendulauda,
karpri1,prinia,
karthr1,turdus,
kasfly1,ficedula,
kasnut1,sitta,
kasrob1,cercotrichas,
kasrob2,cercotrichas,
kattyr1,hemitriccus,
kauama,chlorodrepanis,
kauoo,moho,
kawpar1,amazona,
kbfdov1,ptilinopus,
kbopar1,cicinnurus,
kea1,nestor,
kebmot1,electron,
kebtou1,ramphastos,
kelgoo1,chloephaga,
kelgul,larus,
kemlon1,macrosphenus,
kenplo1,charadrius,
kensta1,poeoptera,
kenwar,geothlypis,
kerlau2,montecincla,
kerlau3,montecincla,
kerpet,pterodroma,
kerpet2,aphrodroma,
kersha1,leucocarbo,
kerspa2,passer,
kerter1,sterna,
kilcis1,cisticola,
killde,charadrius,
kilwea1,ploceus,
kimhon1,territornis,
kincal1,calyptura,
kineid,somateria,
kinpen1,aptenodytes,
kinrai2,rallus,
kinrai4,rallus,
kinvul1,sarcoramphus,
kioea,chaetoptila,
kirsan1,prosobonia,
kirwar,setophaga,
kirwhe1,zosterops,
kitmur,brachyramphus,
kitplo1,charadrius,
klaant1,myrmotherula,
klaant2,drymophila,
klacuc1,chrysococcyx,
klblar1,certhilauda,
klolew1,phylloscopus,
knohor1,rhyticeros,
knswar1,bradypterus,
knytur1,tauraco,
knywoo1,campethera,
koeher1,phaethornis,
koesco1,megascops,
kokako3,callaeas,
kokako4,callaeas,
kokphe1,pucrasia,
kongro,chloridops,
kopkin1,tanysiptera,
kopwar1,euryptila,
korbus1,ardeotis,
korfly1,ficedula,
korlar1,mirafra,
korspa1,passer,
koscra1,zapornia,
kosfrd1,ptilinopus,
kospar1,pteridophora,
kossta1,aplonis,
koswhe1,zosterops,
krelon1,macrosphenus,
krunut1,sitta,
kuhlor1,vini,
kullew1,phylloscopus,
kulmon1,symposiachrus,
kulwhe1,zosterops,
kunapa1,apalis,
kurthr1,turdus,
kvbsun1,anthreptes,
kwqdov,geotrygon,
laaphe1,chrysolophus,
labant1,herpsilochmus,
labcro1,corvus,
labcro3,corvus,
labcro4,corvus,
labduc,camptorhynchus,
labger1,gerygone,
lablar1,galerida,
labpuf1,dryoscopus,
labrew1,acrocephalus,
labscr2,sericornis,
labter1,phaetusa,
labwoo,dryobates,
lacwoo1,picus,
laffin1,pezopetes,
lafpar1,psittaculirostris,
lafpic1,picumnus,
laftap1,scytalopus,
lafvan1,xenopirostris,
lafvul1,torgos,
lagbab2,argya,
lagbus1,malaconotus,
lagfal1,falco,
lagfin1,geospiza,
lagpig1,treron,
lahfla2,ramphotrigon,
lakduc1,oxyura,
lalbru1,coryphistera,
lalbun1,emberiza,
lalmaw1,ploceus,
lammer1,gypaetus,
lamtan1,anisognathus,
lanfal1,falco,
lanhoo,dysmorodrepanis,
lanmon1,micromonacha,
lanwar,locustella,
laplon,calcarius,
larblf1,cyornis,
larbun,calamospiza,
larcaf2,geospiza,
larcus1,coracina,
larela1,elaenia,
larfro1,batrachostomus,
larhac1,hierococcyx,
larhac2,hierococcyx,
larnil1,niltava,
larscr1,sericornis,
larspa,chondestes,
larwoo1,tephrodornis,
lasbab1,erythrogenys,
lasfly,myiarchus,
lasthr1,turdus,
latant1,mackenziaena,
latdov1,leptotila,
latfin1,camarhynchus,
latlar1,mirafra,
latman1,chiroxiphia,
latnig1,hydropsalis,
latnig2,caprimulgus,
latsni1,gallinago,
lattro1,trogon,
laudov1,streptopelia,
laufal1,herpetotheres,
laugul,leucophaeus,
laukoo1,dacelo,
lauowl1,sceloglaux,
laupig1,columba,
lauwow1,phylloscopus,
lavgul1,leucophaeus,
lavwax,glaucestrilda,
lawbab1,turdinus,
laweye1,zosterops,
lawgol,spinus,
lawpar1,parotia,
lawpar2,parotia,
lawthr1,turdus,
layalb,phoebastria,
layduc,anas,
layfin,telespiza,
laypar1,psittacula,
layrai,zapornia,
laywar2,curruca,
lazbun,passerina,
lazkin1,todiramphus,
lazsab1,campylopterus,
lbbgul,larus,
lbbwar1,locustella,
lbegls2,lamprotornis,
lbesta1,lamprotornis,
lblwar1,phylloscopus,
lbopar1,paradisaea,
lbsfin1,sporophila,
lbwbab1,napothera,
lbweye2,rukia,
lcptyr1,lophotriccus,
lcspet,hydrobates,
leaant1,myrmotherula,
leaauk,aethia,
leabit,ixobrychus,
leabul1,loxigilla,
leaflo1,phyllastrephus,
leafly,empidonax,
leafly1,myiarchus,
leafly2,myiagra,
leagre,tachybaptus,
leahon1,ptiloprora,
leahon2,indicator,
leanig1,chordeiles,
leapau1,siphonorhis,
leapew1,contopus,
leapyo1,glaucidium,
leasal1,saltator,
leasan,calidris,
leasee1,thinocorus,
leastp2,hydrobates,
leastp5,hydrobates,
leaswi1,chaetura,
leatan1,stilpnia,
leater1,sternula,
lebber1,melanocharis,
lebcou1,centropus,
lebcro1,sylvietta,
lebfly2,conopias,
lebfly3,microeca,
lebsee1,crithagra,
lebwhe2,zosterops,
lecgre2,hylophilus,
lecspa,ammospiza,
lecter2,thalasseus,
lecthr,toxostoma,
lefeag1,haliaeetus,
legcuc1,morococcyx,
leglea1,chloropsis,
legrob1,amalocichla,
legshr2,lanius,
lehlar1,alaemon,
lekfin,rhodacanthis,
lemdov2,columba,
lemowl1,tyto,
lenlau1,garrulax,
lepchi,tympanuchus,
lesadj1,leptoptilos,
lesaki,akialoa,
lesbop1,lophorina,
lesbri2,bleda,
lescou1,centropus,
lescuc1,cuculus,
lescus1,lalage,
leseag1,clanga,
lesela1,elaenia,
lesfla1,phoeniconaias,
lesflo2,sypheotides,
lesfri,fregata,
lesgol,spinus,
lesgre1,pachysylvia,
lesgrf1,emberizoides,
leshon1,indicator,
leshor1,furnarius,
lesjac1,microparra,
leskes1,falco,
leskis1,pitangus,
lesmaw1,ploceus,
lesmel1,melampitta,
lesmoo1,paragallinula,
lesnig,chordeiles,
lesnod1,anous,
lesnot1,nothura,
lesowl1,tyto,
lesplo,charadrius,
lesred1,acanthis,
lesrhe2,rhea,
lesroa1,geococcyx,
lessca,aythya,
lessee1,pyrenestes,
lessee2,sporophila,
lessho1,brachypteryx,
lessht1,agriornis,
lessts1,cecropis,
lestan,chlorothraupis,
lesvio1,colibri,
leswar1,acrocephalus,
leswhi1,curruca,
leswoo1,dryobates,
leswoo2,xiphorhynchus,
leswoo4,xiphorhynchus,
lesyel,tringa,
lesyel1,picus,
letara1,pteroglossus,
letbar1,eubucco,
letwar1,phylloscopus,
levcuc1,clamator,
levshe1,puffinus,
levspa1,accipiter,
levwoo1,picus,
lewduc1,dendrocygna,
lewhon1,meliphaga,
lewkit1,elanus,
lewrai1,lewinia,
lewtyr1,stigmatura,
lewwoo,melanerpes,
libbus1,eupodotis,
libcor1,phalacrocorax,
libcuc1,chrysococcyx,
libeat1,merops,
libher,egretta,
liblar1,heteromirafra,
librol2,coracias,
licdov1,macropygia,
licpar,amazona,
licsan1,pterocles,
licspi1,cranioleuca,
licspi2,cranioleuca,
lidjay1,garrulus,
lifcan1,asthenes,
liffal1,micrastur,
lifgle1,syndactyla,
ligfly2,muscicapa,
ligpig1,treron,
ligsun2,anthreptes,
ligtyr1,syrtidicola,
ligwoo1,campethera,
ligwoo3,chloropicus,
liifin1,incaspiza,
likwhe1,zosterops,
lilkin1,cittura,
lillov1,agapornis,
limalb1,phoebetria,
limlew1,phylloscopus,
limpki,aramus,
limwrb3,gypsophila,
linant1,thamnophilus,
linbar1,psilopogon,
linsee1,sporophila,
linspa,melospiza,
linsun1,aethopyga,
linwoo1,dryocopus,
linwoo3,lepidocolaptes,
linwoo4,lepidocolaptes,
linwoo5,lepidocolaptes,
linwoo6,lepidocolaptes,
lipcor1,microcarbo,
lipfly1,ficedula,
lipkin1,tanysiptera,
liqdov1,zentrygon,
lirplo,charadrius,
lirthr1,monticola,
lisfly1,ficedula,
lishao1,ninox,
liskiw1,apteryx,
litbar1,psilopogon,
litbit1,ixobrychus,
litbun,emberiza,
litbus1,tetrax,
litbut1,turnix,
litcor1,microcarbo,
litcor2,cacatua,
litcra1,zapornia,
litcro1,corvus,
litcuc2,coccycua,
litcur,numenius,
