ebird2021,bird_families,comment
growoo1,picidae,
grpchi,phasianidae,
grpeag1,accipitridae,
grpfin1,thraupidae,
grpsni1,rostratulidae,
grrpar1,psittacidae,
grrspa1,passeridae,
grrswi1,apodidae,
grrtai1,psittaculidae,
grrwar1,acrocephalidae,
grrwoo1,furnariidae,
grsbab1,vireonidae,
grsbop1,paradisaeidae,
grscuc1,cuculidae,
grseag1,accipitridae,
grsfly1,ptiliogonatidae,
grshon1,meliphagidae,
grskiw1,apterygidae,
grsplo,charadriidae,
grsvir1,vireonidae,
grswar1,locustellidae,
grswar2,acrocephalidae,
grswoo,picidae,
grswoo1,picidae,
grtcar1,trochilidae,
grtcha1,cardinalidae,
grtdro1,dicruridae,
grteme1,trochilidae,
grtgol1,trochilidae,
grtgra,icteridae,
grtjac1,galbulidae,
grtkne1,burhinidae,
grtlea1,furnariidae,
grtman1,trochilidae,
grtsun1,nectariniidae,
grttra1,trochilidae,
grtwar1,phaenicophilidae,
grwpel1,pelecanidae,
grwpet2,procellariidae,
grwpet3,procellariidae,
grwpyt1,estrildidae,
grwsal1,thraupidae,
grwtyr1,tyrannidae,
gryant1,thamnophilidae,
gryant2,thamnophilidae,
gryapa1,cisticolidae,
grybun,emberizidae,
grybus1,muscicapidae,
grybut1,artamidae,
grycat,mimidae,
grycis1,cisticolidae,
grycro1,corvidae,
grycur1,artamidae,
grycus1,campephagidae,
gryemt1,locustellidae,
gryfal1,falconidae,
gryfan1,rhipiduridae,
gryfin1,thraupidae,
gryfin2,thraupidae,
gryfin3,thraupidae,
gryfly,tyrannidae,
gryfra,phasianidae,
gryfri1,meliphagidae,
grygab1,musophagidae,
gryger1,acanthizidae,
grygos1,accipitridae,
grygra1,maluridae,
grygre1,pycnonotidae,
grygrt1,turdidae,
grygul,laridae,
gryhaw2,accipitridae,
gryhaw3,accipitridae,
gryhon1,meliphagidae,
gryimp1,columbidae,
gryjay,corvidae,
grykes1,falconidae,
grykin,tyrannidae,
grylau1,leiothrichidae,
grylon1,macrosphenidae,
grymon1,tyrannidae,
grynig1,caprimulgidae,
grynig2,caprimulgidae,
grynod1,laridae,
grypar,phasianidae,
grypar1,psittacidae,
grypep2,phasianidae,
grypep3,phasianidae,
grypra1,glareolidae,
grysee1,thraupidae,
grysht1,pachycephalidae,
grysib1,leiothrichidae,
grytif1,muscicapidae,
grytin1,tinamidae,
grytit1,paridae,
grytre1,corvidae,
gryvir,vireonidae,
grywaf1,thraupidae,
grywag,motacillidae,
grywhi2,pachycephalidae,
grywoo1,picidae,
grywre1,troglodytidae,
grywrw1,cisticolidae,
gsbfin1,passerellidae,
gsgdov1,columbidae,
gstlar1,alaudidae,
gstswi1,apodidae,
gtmgem1,trochilidae,
guacar2,falconidae,
guacor1,phalacrocoracidae,
guacro1,corvidae,
guafly1,monarchidae,
guahon1,meliphagidae,
guaiab1,psittaculidae,
guarai1,rallidae,
guathi1,locustellidae,
guawoo1,picidae,
guawoo2,picidae,
gubter1,laridae,
gubter3,laridae,
gufgle1,furnariidae,
guhwhi1,pachycephalidae,
guicuc1,cuculidae,
guigna2,polioptilidae,
guigna3,polioptilidae,
guigna4,polioptilidae,
guipuf1,bucconidae,
guista1,thamnophilidae,
guitan1,thraupidae,
guitou1,ramphastidae,
guitur1,musophagidae,
guityr1,tyrannidae,
guiwaa1,thamnophilidae,
gunhaw1,accipitridae,
gurcot1,cotingidae,
gureag1,accipitridae,
gurpit1,pittidae,
gursug1,promeropidae,
gusgro,phasianidae,
guspet,hydrobatidae,
gwfgoo,anatidae,
gybant1,thamnophilidae,
gybbab1,pellorneidae,
gybbab2,locustellidae,
gybbul1,pycnonotidae,
gybcom1,trochilidae,
gybfis1,laniidae,
gybflo1,thraupidae,
gybfly1,tyrannidae,
gybfra1,phasianidae,
gybhaw1,accipitridae,
gybhaw2,accipitridae,
gybmar,hirundinidae,
gybmot1,ramphastidae,
gybmun1,estrildidae,
gybpar1,psittacidae,
gybpar3,phasianidae,
gybpar4,phasianidae,
gybpar5,phasianidae,
gybpar6,phasianidae,
gybpri1,cisticolidae,
gybrob1,petroicidae,
gybsab1,trochilidae,
gybsab4,trochilidae,
gybsee1,thinocoridae,
gybshr1,laniidae,
gybsht1,tyrannidae,
gybspi1,furnariidae,
gybspi2,nectariniidae,
gybspl1,alaudidae,
gybstp1,oceanitidae,
gybtac1,tyrannidae,
gybtai1,cisticolidae,
gybter1,laridae,
gybtes1,scotocercidae,
gybthr1,turdidae,
gybwow3,troglodytidae,
gybwrb1,timaliidae,
gycbab1,pomatostomidae,
gycbul3,pycnonotidae,
gyccro1,leiothrichidae,
gyccuc,cuculidae,
gycfin1,thraupidae,
gycfly1,tyrannidae,
gycful1,leiothrichidae,
gycful3,leiothrichidae,
gycful4,leiothrichidae,
gycful5,leiothrichidae,
gycgre1,vireonidae,
gychel1,vangidae,
gychem1,thraupidae,
gycher1,trochilidae,
gycill1,modulatricidae,
gycjuf1,muscicapidae,
gycmin1,campephagidae,
gycmun1,estrildidae,
gycnun1,bucconidae,
gycpar1,psittacidae,
gycpig1,columbidae,
gycpri1,cisticolidae,
gycshr1,laniidae,
gyctet1,bernieridae,
gycthr,turdidae,
gyctib1,timaliidae,
gyctit1,paridae,
gyctyr1,tyrannidae,
gyctyr2,tyrannidae,
gycwar1,phylloscopidae,
gycwar2,phylloscopidae,
gycwar3,cisticolidae,
gycwoo1,picidae,
gycwor1,rallidae,
gycyel,parulidae,
gyebul1,pycnonotidae,
gyegre1,vireonidae,
gyfbuz1,accipitridae,
gyfcin1,furnariidae,
gyfhon1,meliphagidae,
gyflio1,leiothrichidae,
gyftib1,timaliidae,
gyfwoo1,picidae,
gygbus1,malaconotidae,
gygfrd1,columbidae,
gygscr1,acanthizidae,
gyhalb,diomedeidae,
gyhant1,thamnophilidae,
gyhatt1,tyrannidae,
gyhbab1,timaliidae,
gyhbat1,platysteiridae,
gyhbri1,pycnonotidae,
gyhbro1,calyptomenidae,
gyhbul1,pycnonotidae,
gyhbul2,fringillidae,
gyhbun1,emberizidae,
gyhbus1,malaconotidae,
gyhbut1,thraupidae,
gyhcaf1,stenostiridae,
gyhchi,paridae,
gyhcus1,campephagidae,
gyhdov1,columbidae,
gyhdov3,columbidae,
gyhfie1,accipitridae,
gyhfly1,tyrannidae,
gyhfrd1,columbidae,
gyhgos1,accipitridae,
gyhgre1,pycnonotidae,
gyhhon1,meliphagidae,
gyhimp1,columbidae,
gyhkin1,alcedinidae,
gyhlap1,charadriidae,
gyhlov1,psittaculidae,
gyhmun1,estrildidae,
gyhneg1,estrildidae,
gyholi1,estrildidae,
gyhpar1,psittacidae,
gyhpar2,psittaculidae,
gyhpar3,sylviidae,
gyhpar4,sylviidae,
gyhrob1,petroicidae,
gyhrob2,petroicidae,
gyhsif1,thraupidae,
gyhsil1,estrildidae,
gyhsow1,ploceidae,
gyhspa1,passeridae,
gyhspi1,furnariidae,
gyhsun1,nectariniidae,
gyhsun2,nectariniidae,
gyhtof1,tyrannidae,
gyhvul1,cathartidae,
gyhwar1,parulidae,
gyhwar2,phylloscopidae,
gyhwhe1,zosteropidae,
gyhwoo1,picidae,
gyltin1,tinamidae,
gymwre1,troglodytidae,
gynant1,grallariidae,
gynroc1,picathartidae,
gyogre1,pycnonotidae,
gyrfal,falconidae,
gyrswa1,hirundinidae,
gyrswi5,apodidae,
gyrtre1,hemiprocnidae,
gysbuw1,scotocercidae,
gysflo1,dicaeidae,
gysfly1,muscicapidae,
gysfra1,phasianidae,
gyslau,leiothrichidae,
gysscb1,timaliidae,
gysthr1,turdidae,
gytbab1,timaliidae,
gytbar1,lybiidae,
gytbul1,pycnonotidae,
gytmar1,hirundinidae,
gytpih1,cotingidae,
gytrai1,rallidae,
gyttat1,scolopacidae,
gyttif1,muscicapidae,
gytwaf1,thraupidae,
gytwar1,parulidae,
gytwhe1,zosteropidae,
gywbla1,turdidae,
gywcot1,cotingidae,
gywfra1,phasianidae,
gywinf1,thraupidae,
gywroc1,muscicapidae,
gywtru1,psophiidae,
habbar1,lybiidae,
habbul1,pycnonotidae,
habfly1,muscicapidae,
hacant1,thamnophilidae,
hacdro1,dicruridae,
hackin1,alcedinidae,
hacspa1,passerellidae,
hadibi1,threskiornithidae,
haipar1,phasianidae,
haiwoo,picidae,
halbab1,pomatostomidae,
halcus1,campephagidae,
halori1,oriolidae,
halwar1,phylloscopidae,
hamerk1,scopidae,
hamfly,tyrannidae,
hanboo1,strigidae,
hanboo2,strigidae,
hanfly1,tyrannidae,
hanfra2,phasianidae,
hanfru1,cotingidae,
hansun1,nectariniidae,
hapwre1,troglodytidae,
harant1,thamnophilidae,
harbab1,leiothrichidae,
harbus2,otididae,
harduc,anatidae,
harduc1,anatidae,
hareag1,accipitridae,
harfra3,phasianidae,
harfra4,phasianidae,
hargul1,laridae,
harlew1,phylloscopidae,
harqua1,phasianidae,
harspa,passerellidae,
hartur1,musophagidae,
hattyr1,tyrannidae,
hauthr1,turdidae,
hauthr3,turdidae,
hawama,fringillidae,
hawcoo,rallidae,
hawcre,fringillidae,
hawcro,corvidae,
hawduc,anatidae,
hawfin,fringillidae,
hawgoo,anatidae,
hawhaw,accipitridae,
hawmam1,fringillidae,
hawoo,mohoidae,
hawpet1,procellariidae,
hawrai,rallidae,
hawrai1,rallidae,
hazgro1,phasianidae,
heegul,laridae,
heicra1,rallidae,
heisha1,phalacrocoracidae,
heishe1,procellariidae,
helcur1,cracidae,
helfri1,meliphagidae,
helfri3,meliphagidae,
helfri4,meliphagidae,
helgui,numididae,
helhor1,bucerotidae,
helman1,pipridae,
helmyn1,sturnidae,
helpip1,motacillidae,
helvan1,vangidae,
helwoo1,picidae,
hemhor1,bucerotidae,
hemwea1,ploceidae,
hengos1,accipitridae,
henpet1,procellariidae,
henspa,passerellidae,
heptan,cardinalidae,
heptan1,cardinalidae,
heptan2,cardinalidae,
heptan3,cardinalidae,
heptyr1,tyrannidae,
hercha1,muscicapidae,
hergul,laridae,
herpet2,procellariidae,
herthr,turdidae,
herwar,parulidae,
heswoo1,picidae,
heubus1,otididae,
heufra1,phasianidae,
heuwhe1,muscicapidae,
heuwhe2,zosteropidae,
hfptyr1,tyrannidae,
hhfgle1,furnariidae,
hibfly1,muscicapidae,
hibfly3,muscicapidae,
hifdov1,columbidae,
higela2,tyrannidae,
higela3,tyrannidae,
higgua1,cracidae,
higmot1,momotidae,
higtin1,tinamidae,
hilfra2,phasianidae,
hilmyn,sturnidae,
hilpar1,phasianidae,
hilpig1,columbidae,
hilpri1,cisticolidae,
hilpri2,cisticolidae,
hilsta1,sturnidae,
himacc1,prunellidae,
himblu1,muscicapidae,
himcuc1,cuculidae,
himfla1,picidae,
himgri1,accipitridae,
himmon1,phasianidae,
himowl1,strigidae,
himqua1,phasianidae,
himrub1,muscicapidae,
himshb1,vireonidae,
himsno,phasianidae,
himswi2,apodidae,
himthr1,turdidae,
himwoo1,picidae,
hipbab1,leiothrichidae,
hirwar1,acrocephalidae,
hirwar2,locustellidae,
hiscro,fringillidae,
hiseme1,trochilidae,
hislic1,cuculidae,
hispar,psittacidae,
hispar1,psittacidae,
hispew1,tyrannidae,
hisspi,spindalidae,
histro1,trogonidae,
hiswoo1,picidae,
hoapuf1,trochilidae,
hoared,fringillidae,
hoatzi1,opisthocomidae,
hobbul1,pycnonotidae,
hobcuc1,cuculidae,
hobher2,trochilidae,
hobkin1,alcedinidae,
hobkit,accipitridae,
hobkit2,accipitridae,
hobvan1,vangidae,
hodfro1,podargidae,
hodhac1,cuculidae,
hodred1,muscicapidae,
hofwoo1,picidae,
hofwoo2,furnariidae,
hogwea1,ploceidae,
hohgre1,podicipedidae,
homtan1,thraupidae,
homtou1,ramphastidae,
honeme1,trochilidae,
hongre1,pycnonotidae,
hooant1,grallariidae,
hoober2,cotingidae,
hoobut1,artamidae,
hoocra1,gruidae,
hoocro1,corvidae,
hoocus1,campephagidae,
hoogna1,conopophagidae,
hoogre1,podicipedidae,
hoogro1,fringillidae,
hoomer,anatidae,
hoomoc1,mimidae,
hoomon1,monarchidae,
hoomun1,estrildidae,
hooori,icteridae,
hoopar1,psittaculidae,
hoopit1,oriolidae,
hoopit2,pittidae,
hooplo2,charadriidae,
hoopoe,upupidae,
hoorob1,petroicidae,
hoosis1,fringillidae,
hootan1,thraupidae,
hootin1,tinamidae,
hootre1,corvidae,
hoovis2,trochilidae,
hoovul1,accipitridae,
hoowar,parulidae,
hoowhe1,muscicapidae,
hooyel1,parulidae,
horbab2,pellorneidae,
horcoo1,rallidae,
horcur2,cracidae,
horcur3,cracidae,
horgre,podicipedidae,
horgua1,cracidae,
horlar,alaudidae,
horpar2,psittaculidae,
horpar3,psittaculidae,
horpuf,alcidae,
horscr1,anhimidae,
horsun2,trochilidae,
horswi1,apodidae,
hosbro1,calyptomenidae,
hotbar1,leiothrichidae,
hotbut1,turnicidae,
hotbut3,turnicidae,
hotspi1,furnariidae,
hottea1,anatidae,
houbun2,emberizidae,
houbun3,emberizidae,
houbus1,otididae,
houcro1,corvidae,
houfin,fringillidae,
houspa,passeridae,
houswi1,apodidae,
houwre,troglodytidae,
houwre5,troglodytidae,
hrshaw,accipitridae,
huatin1,tinamidae,
hubtyr1,tyrannidae,
hudcan1,furnariidae,
hudgod,scolopacidae,
huia1,callaeidae,
humant1,thamnophilidae,
humher1,ardeidae,
humlar1,alaudidae,
humowl1,strigidae,
humpen1,spheniscidae,
humphe1,phasianidae,
humsap2,trochilidae,
humsun2,nectariniidae,
humwar1,phylloscopidae,
humwhe1,zosteropidae,
humwhe2,muscicapidae,
humwhi1,sylviidae,
huncis1,cisticolidae,
hunsun2,nectariniidae,
huoast1,paradisaeidae,
huocat1,ptilonorhynchidae,
huomel1,meliphagidae,
hutshe1,procellariidae,
hutvir,vireonidae,
hyamac1,psittacidae,
hyavis1,trochilidae,
hypoco1,hypocoliidae,
ibamal1,ploceidae,
ibechi2,phylloscopidae,
ibesee1,thraupidae,
ibgshr1,laniidae,
ibisbi1,ibidorhynchidae,
ictgre1,pycnonotidae,
ictwar1,acrocephalidae,
iheant1,thamnophilidae,
iiwi,fringillidae,
ijlwar1,phylloscopidae,
imewaa1,thamnophilidae,
imispa1,accipitridae,
immant1,thamnophilidae,
immwrb1,pnoepygidae,
impcor1,phalacrocoracidae,
impeag1,accipitridae,
imppar1,psittacidae,
impsni1,scolopacidae,
impwoo1,picidae,
inagna1,polioptilidae,
inawoo1,furnariidae,
inawoo2,trochilidae,
inbkin2,alcedinidae,
inbrob1,muscicapidae,
incdov,columbidae,
incfly1,tyrannidae,
inchum1,trochilidae,
incter1,laridae,
incwre1,troglodytidae,
indbar1,megalaimidae,
indbun,cardinalidae,
indbus1,otididae,
indbus2,alaudidae,
indbus3,alaudidae,
indcha1,muscicapidae,
indcor1,phalacrocoracidae,
indcou1,glareolidae,
indcuc1,cuculidae,
indcus1,campephagidae,
indflo1,thraupidae,
indfly1,muscicapidae,
indful1,sylviidae,
indhon1,meliphagidae,
indmac1,psittacidae,
indnig1,caprimulgidae,
indpit1,pittidae,
indrob1,muscicapidae,
indrol1,coraciidae,
indrol3,coraciidae,
indsil,estrildidae,
indski1,laridae,
indswi1,apodidae,
indthk1,burhinidae,
indtit1,paridae,
indvul1,accipitridae,
indwhe1,zosteropidae,
indyuh1,zosteropidae,
inghor2,bucerotidae,
ingori1,oriolidae,
inirai1,rallidae,
inldot2,charadriidae,
inltho1,acanthizidae,
inpher1,ardeidae,
insbab1,timaliidae,
inseag1,accipitridae,
insowl1,strigidae,
intant1,thamnophilidae,
integr,ardeidae,
invrai1,rallidae,
inwpar1,psittacidae,
iphmon2,monarchidae,
iqugna1,polioptilidae,
irabab1,leiothrichidae,
irgjay1,corvidae,
iriaka1,muscicapidae,
irilor1,psittaculidae,
isabuh1,rallidae,
isaori1,oriolidae,
isashr1,laniidae,
isawhe1,muscicapidae,
isbduc1,anatidae,
iscdov1,columbidae,
isipig1,columbidae,
islfly1,muscicapidae,
isllew10,phylloscopidae,
isllew9,phylloscopidae,
islmon1,monarchidae,
islthr1,turdidae,
islwar1,phylloscopidae,
islwhi2,pachycephalidae,
issjay,corvidae,
istwre1,troglodytidae,
itaspa1,passeridae,
itaspi1,furnariidae,
itonig1,caprimulgidae,
itubat1,platysteiridae,
ivbara1,ramphastidae,
ivbara3,ramphastidae,
ivbpit1,pittidae,
ivbwoo,picidae,
ivbwoo1,furnariidae,
ivogul,laridae,
izuthr1,turdidae,
jabiru,ciconiidae,
jabwar,scotocercidae,
jabwar1,locustellidae,
jacbuz1,accipitridae,
jacfra2,phasianidae,
jachor1,bucerotidae,
jacpen1,spheniscidae,
jacsni,scolopacidae,
jacwid1,ploceidae,
jacwin1,petroicidae,
jafdov1,columbidae,
jamant1,estrildidae,
jambec1,tityridae,
jambla1,icteridae,
jamcro1,corvidae,
jamela1,tyrannidae,
jameup1,fringillidae,
jamfir1,estrildidae,
jamfla1,phoenicopteridae,
jamind1,viduidae,
jamlic1,cuculidae,
jamman1,trochilidae,
jamori1,icteridae,
jamowl1,strigidae,
jampau,caprimulgidae,
jampew1,tyrannidae,
jamspi,spindalidae,
jamtod1,todidae,
jamvir1,vireonidae,
jamwoo1,picidae,
janher1,ardeidae,
janpar1,psittacidae,
japacc1,prunellidae,
japcor1,phalacrocoracidae,
japfly1,monarchidae,
japgro1,fringillidae,
japher1,ardeidae,
japmur1,alcidae,
japqua,phasianidae,
japrob1,muscicapidae,
japspa1,accipitridae,
japthr1,turdidae,
japwag1,motacillidae,
japwax1,bombycillidae,
japwoo1,picidae,
jasowl1,strigidae,
jasowl2,strigidae,
javcoc1,turdidae,
javcus1,campephagidae,
javfla1,picidae,
javfro2,podargidae,
javfro3,podargidae,
javful1,leiothrichidae,
javhae1,accipitridae,
javkin1,alcedinidae,
javmun1,estrildidae,
javowl1,strigidae,
javplo1,charadriidae,
javspa,estrildidae,
javtes1,scotocercidae,
javtro1,trogonidae,
javwht1,muscicapidae,
jaweye1,platysteiridae,
jaweye2,zosteropidae,
jawpig1,columbidae,
jelcht1,tyrannidae,
jerbab1,sylviidae,
jerbaz1,accipitridae,
jerbus1,muscicapidae,
jerbus2,alaudidae,
jercou1,glareolidae,
jerlea1,chloropseidae,
jernig1,caprimulgidae,
jetant1,thamnophilidae,
jetman2,pipridae,
jfttyr1,tyrannidae,
jgtwhe1,zosteropidae,
jobman1,paradisaeidae,
jocant1,grallariidae,
johsun2,nectariniidae,
johtot1,tyrannidae,
jopind1,viduidae,
joslor1,psittaculidae,
jottyr1,tyrannidae,
joupet,procellariidae,
joygre1,pycnonotidae,
jrswar1,locustellidae,
jubqua1,phasianidae,
juffir1,trochilidae,
jufpet,procellariidae,
junbab2,leiothrichidae,
juncan1,furnariidae,
jungre1,podicipedidae,
junhao1,strigidae,
junmyn1,sturnidae,
junowl1,strigidae,
junpri1,cisticolidae,
juntap1,rhinocryptidae,
juntit1,paridae,
kagu1,rhynochetidae,
kaicus1,campephagidae,
kakapo2,strigopidae,
kakawa,fringillidae,
kalgra1,maluridae,
kalphe,phasianidae,
kamao,turdidae,
kamwea1,ploceidae,
kanfan1,rhipiduridae,
kanhon1,meliphagidae,
kanwax1,estrildidae,
karapa1,cisticolidae,
karbus1,otididae,
karcha1,muscicapidae,
karlar2,alaudidae,
karpri1,cisticolidae,
karthr1,turdidae,
kasfly1,muscicapidae,
kasnut1,sittidae,
kasrob1,muscicapidae,
kasrob2,muscicapidae,
kattyr1,tyrannidae,
kauama,fringillidae,
kauoo,mohoidae,
kawpar1,psittacidae,
kbfdov1,columbidae,
kbopar1,paradisaeidae,
kea1,strigopidae,
kebmot1,momotidae,
kebtou1,ramphastidae,
kelgoo1,anatidae,
kelgul,laridae,
kemlon1,macrosphenidae,
kenplo1,charadriidae,
kensta1,sturnidae,
kenwar,parulidae,
kerlau2,leiothrichidae,
kerlau3,leiothrichidae,
kerpet,procellariidae,
kerpet2,procellariidae,
kersha1,phalacrocoracidae,
kerspa2,passeridae,
kerter1,laridae,
kilcis1,cisticolidae,
killde,charadriidae,
kilwea1,ploceidae,
kimhon1,meliphagidae,
kincal1,tyrannidae,
kineid,anatidae,
kinpen1,spheniscidae,
kinrai2,rallidae,
kinrai4,rallidae,
kinvul1,cathartidae,
kioea,mohoidae,
kirsan1,scolopacidae,
kirwar,parulidae,
kirwhe1,zosteropidae,
kitmur,alcidae,
kitplo1,charadriidae,
klaant1,thamnophilidae,
klaant2,thamnophilidae,
klacuc1,cuculidae,
klblar1,alaudidae,
klolew1,phylloscopidae,
knohor1,bucerotidae,
knswar1,locustellidae,
knytur1,musophagidae,
knywoo1,picidae,
koeher1,trochilidae,
koesco1,strigidae,
kokako3,callaeidae,
kokako4,callaeidae,
kokphe1,phasianidae,
kongro,fringillidae,
kopkin1,alcedinidae,
kopwar1,cisticolidae,
korbus1,otididae,
korfly1,muscicapidae,
korlar1,alaudidae,
korspa1,passeridae,
koscra1,rallidae,
kosfrd1,columbidae,
kospar1,paradisaeidae,
kossta1,sturnidae,
koswhe1,zosteropidae,
krelon1,macrosphenidae,
krunut1,sittidae,
kuhlor1,psittaculidae,
kullew1,phylloscopidae,
kulmon1,monarchidae,
kulwhe1,zosteropidae,
kunapa1,cisticolidae,
kurthr1,turdidae,
kvbsun1,nectariniidae,
kwqdov,columbidae,
laaphe1,phasianidae,
labant1,thamnophilidae,
labcro1,corvidae,
labcro3,corvidae,
labcro4,corvidae,
labduc,anatidae,
labger1,acanthizidae,
lablar1,alaudidae,
labpuf1,malaconotidae,
labrew1,acrocephalidae,
labscr2,acanthizidae,
labter1,laridae,
labwoo,picidae,
lacwoo1,picidae,
laffin1,passerellidae,
lafpar1,psittaculidae,
lafpic1,picidae,
laftap1,rhinocryptidae,
lafvan1,vangidae,
lafvul1,accipitridae,
lagbab2,leiothrichidae,
lagbus1,malaconotidae,
lagfal1,falconidae,
lagfin1,thraupidae,
lagpig1,columbidae,
lahfla2,tyrannidae,
lakduc1,anatidae,
lalbru1,furnariidae,
lalbun1,emberizidae,
lalmaw1,ploceidae,
lammer1,accipitridae,
lamtan1,thraupidae,
lanfal1,falconidae,
lanhoo,fringillidae,
lanmon1,bucconidae,
lanwar,locustellidae,
laplon,calcariidae,
larblf1,muscicapidae,
larbun,passerellidae,
larcaf2,thraupidae,
larcus1,campephagidae,
larela1,tyrannidae,
larfro1,podargidae,
larhac1,cuculidae,
larhac2,cuculidae,
larnil1,muscicapidae,
larscr1,acanthizidae,
larspa,passerellidae,
larwoo1,vangidae,
lasbab1,timaliidae,
lasfly,tyrannidae,
lasthr1,turdidae,
latant1,thamnophilidae,
latdov1,columbidae,
latfin1,thraupidae,
latlar1,alaudidae,
latman1,pipridae,
latnig1,caprimulgidae,
latnig2,caprimulgidae,
latsni1,scolopacidae,
lattro1,trogonidae,
laudov1,columbidae,
laufal1,falconidae,
laugul,laridae,
laukoo1,alcedinidae,
lauowl1,strigidae,
laupig1,columbidae,
lauwow1,phylloscopidae,
lavgul1,laridae,
lavwax,estrildidae,
lawbab1,pellorneidae,
laweye1,zosteropidae,
lawgol,fringillidae,
lawpar1,paradisaeidae,
lawpar2,paradisaeidae,
lawthr1,turdidae,
layalb,diomedeidae,
layduc,anatidae,
layfin,fringillidae,
laypar1,psittaculidae,
layrai,rallidae,
laywar2,sylviidae,
lazbun,cardinalidae,
lazkin1,alcedinidae,
lazsab1,trochilidae,
lbbgul,laridae,
lbbwar1,locustellidae,
lbegls2,sturnidae,
lbesta1,sturnidae,
lblwar1,phylloscopidae,
lbopar1,paradisaeidae,
lbsfin1,thraupidae,
lbwbab1,pellorneidae,
lbweye2,zosteropidae,
lcptyr1,tyrannidae,
lcspet,hydrobatidae,
leaant1,thamnophilidae,
leaauk,alcidae,
leabit,ardeidae,
leabul1,thraupidae,
leaflo1,pycnonotidae,
leafly,tyrannidae,
leafly1,tyrannidae,
leafly2,monarchidae,
leagre,podicipedidae,
leahon1,meliphagidae,
leahon2,indicatoridae,
leanig1,caprimulgidae,
leapau1,caprimulgidae,
leapew1,tyrannidae,
leapyo1,strigidae,
leasal1,thraupidae,
leasan,scolopacidae,
leasee1,thinocoridae,
leastp2,hydrobatidae,
leastp5,hydrobatidae,
leaswi1,apodidae,
leatan1,thraupidae,
leater1,laridae,
lebber1,melanocharitidae,
lebcou1,cuculidae,
lebcro1,macrosphenidae,
lebfly2,tyrannidae,
lebfly3,petroicidae,
lebsee1,fringillidae,
lebwhe2,zosteropidae,
lecgre2,vireonidae,
lecspa,passerellidae,
lecter2,laridae,
lecthr,mimidae,
lefeag1,accipitridae,
legcuc1,cuculidae,
leglea1,chloropseidae,
legrob1,petroicidae,
legshr2,laniidae,
lehlar1,alaudidae,
lekfin,fringillidae,
lemdov2,columbidae,
lemowl1,tytonidae,
lenlau1,leiothrichidae,
lepchi,phasianidae,
lesadj1,ciconiidae,
lesaki,fringillidae,
lesbop1,paradisaeidae,
lesbri2,pycnonotidae,
lescou1,cuculidae,
lescuc1,cuculidae,
lescus1,campephagidae,
leseag1,accipitridae,
lesela1,tyrannidae,
lesfla1,phoenicopteridae,
lesflo2,otididae,
lesfri,fregatidae,
lesgol,fringillidae,
lesgre1,vireonidae,
lesgrf1,thraupidae,
leshon1,indicatoridae,
leshor1,furnariidae,
lesjac1,jacanidae,
leskes1,falconidae,
leskis1,tyrannidae,
lesmaw1,ploceidae,
lesmel1,melampittidae,
lesmoo1,rallidae,
lesnig,caprimulgidae,
lesnod1,laridae,
lesnot1,tinamidae,
lesowl1,tytonidae,
lesplo,charadriidae,
lesred1,fringillidae,
lesrhe2,rheidae,
lesroa1,cuculidae,
lessca,anatidae,
lessee1,estrildidae,
lessee2,thraupidae,
lessho1,muscicapidae,
lessht1,tyrannidae,
lessts1,hirundinidae,
lestan,cardinalidae,
lesvio1,trochilidae,
leswar1,acrocephalidae,
leswhi1,sylviidae,
leswoo1,picidae,
leswoo2,furnariidae,
leswoo4,furnariidae,
lesyel,scolopacidae,
lesyel1,picidae,
letara1,ramphastidae,
letbar1,capitonidae,
letwar1,phylloscopidae,
levcuc1,cuculidae,
levshe1,procellariidae,
levspa1,accipitridae,
levwoo1,picidae,
lewduc1,anatidae,
lewhon1,meliphagidae,
lewkit1,accipitridae,
lewrai1,rallidae,
lewtyr1,tyrannidae,
lewwoo,picidae,
libbus1,otididae,
libcor1,phalacrocoracidae,
libcuc1,cuculidae,
libeat1,meropidae,
libher,ardeidae,
liblar1,alaudidae,
librol2,coraciidae,
licdov1,columbidae,
licpar,psittacidae,
licsan1,pteroclidae,
licspi1,furnariidae,
licspi2,furnariidae,
lidjay1,corvidae,
lifcan1,furnariidae,
liffal1,falconidae,
lifgle1,furnariidae,
ligfly2,muscicapidae,
ligpig1,columbidae,
ligsun2,nectariniidae,
ligtyr1,tyrannidae,
ligwoo1,picidae,
ligwoo3,picidae,
liifin1,thraupidae,
likwhe1,zosteropidae,
lilkin1,alcedinidae,
lillov1,psittaculidae,
limalb1,diomedeidae,
limlew1,phylloscopidae,
limpki,aramidae,
limwrb3,pellorneidae,
linant1,thamnophilidae,
linbar1,megalaimidae,
linsee1,thraupidae,
linspa,passerellidae,
linsun1,nectariniidae,
linwoo1,picidae,
linwoo3,furnariidae,
linwoo4,furnariidae,
