ebird2021,bird_orders,comment
blbfai1,passeriformes,
blbfir1,passeriformes,
blbflo1,passeriformes,
blbfly1,passeriformes,
blbfly2,passeriformes,
blbfly3,passeriformes,
blbfor1,passeriformes,
blbgna1,passeriformes,
blbgra1,passeriformes,
blbgro2,passeriformes,
blbgul1,charadriiformes,
blbhil1,caprimulgiformes,
blbhon1,passeriformes,
blbhum1,caprimulgiformes,
blbkin1,coraciiformes,
blbkin2,coraciiformes,
blbkin3,coraciiformes,
blbkin4,coraciiformes,
blbmal1,cuculiformes,
blbman1,passeriformes,
blbmon1,passeriformes,
blbmon2,passeriformes,
blbmun1,passeriformes,
blbmyz1,passeriformes,
blbori1,passeriformes,
blbpar1,psittaciformes,
blbpar2,passeriformes,
blbpar3,passeriformes,
blbpar4,psittaciformes,
blbpep1,passeriformes,
blbpit1,passeriformes,
blbpuf1,galbuliformes,
blbpuf2,passeriformes,
blbpuf3,caprimulgiformes,
blbqua1,galliformes,
blbrol1,coraciiformes,
blbsan1,pterocliformes,
blbscy1,passeriformes,
blbsee1,passeriformes,
blbsee2,passeriformes,
blbsee3,passeriformes,
blbsib1,passeriformes,
blbsic1,passeriformes,
blbtan1,passeriformes,
blbtan2,passeriformes,
blbtan3,passeriformes,
blbter1,charadriiformes,
blbtho1,caprimulgiformes,
blbthr1,passeriformes,
blbthr2,passeriformes,
blbtou1,piciformes,
blbtre1,passeriformes,
blbtri1,passeriformes,
blbtur1,musophagiformes,
blbwea1,passeriformes,
blbwoo1,passeriformes,
blbwoo2,bucerotiformes,
blbwoo3,piciformes,
blbwre1,passeriformes,
blcant1,passeriformes,
blcant2,passeriformes,
blcant3,passeriformes,
blcant4,passeriformes,
blcapa1,passeriformes,
blcapa2,passeriformes,
blcbab1,passeriformes,
blcbab2,passeriformes,
blcbab3,passeriformes,
blcbar1,piciformes,
blcbec1,passeriformes,
blcbul1,passeriformes,
blcbul2,passeriformes,
blcchl1,passeriformes,
blccoq1,caprimulgiformes,
blccor1,passeriformes,
blccra1,gruiformes,
blcfin1,passeriformes,
blcfly1,passeriformes,
blcfly2,passeriformes,
blcfru1,passeriformes,
blcgna1,passeriformes,
blchaw1,accipitriformes,
blchem1,passeriformes,
blchon1,passeriformes,
blchon2,passeriformes,
blchor1,bucerotiformes,
blchum1,caprimulgiformes,
blchum2,caprimulgiformes,
blcjay1,passeriformes,
blcjay2,passeriformes,
blckin1,coraciiformes,
blckin2,coraciiformes,
blclor1,psittaciformes,
blclor2,psittaciformes,
blclov1,psittaciformes,
blclov2,psittaciformes,
blcman1,passeriformes,
blcmon1,passeriformes,
blcpar1,psittaciformes,
blcpar2,psittaciformes,
blcpar3,psittaciformes,
blcpit1,passeriformes,
blcpri1,passeriformes,
blcpuf1,caprimulgiformes,
blcrob1,passeriformes,
blcsal1,passeriformes,
blcsis1,passeriformes,
blcsis2,passeriformes,
blcspa1,passeriformes,
blcspa2,passeriformes,
blcspe1,passeriformes,
blcswa1,passeriformes,
blcswa2,passeriformes,
blctan1,passeriformes,
blctan2,passeriformes,
blctin1,tinamiformes,
blctit1,passeriformes,
blctit4,passeriformes,
blctro1,trogoniformes,
blctyr1,passeriformes,
blctyr2,passeriformes,
blcwar1,passeriformes,
blcwar2,passeriformes,
blcwax1,passeriformes,
blcwax2,passeriformes,
blcwoo1,piciformes,
blcwoo2,piciformes,
blcwoo3,piciformes,
blcwoo5,piciformes,
blcyuh1,passeriformes,
bldhor1,bucerotiformes,
blebar1,piciformes,
blecoc1,psittaciformes,
blecuc1,cuculiformes,
blehem1,passeriformes,
blekin1,coraciiformes,
blelor1,psittaciformes,
blemin1,passeriformes,
blephe1,galliformes,
blesee1,passeriformes,
blewhe1,passeriformes,
blfant1,passeriformes,
blfant2,passeriformes,
blfapa1,passeriformes,
blfbul1,passeriformes,
blfbun1,passeriformes,
blfbus1,passeriformes,
blfcan1,passeriformes,
blfcor1,suliformes,
blfcot1,passeriformes,
blfcou1,cuculiformes,
blfdac1,passeriformes,
blfdot1,charadriiformes,
blfflo1,passeriformes,
blffly1,passeriformes,
blfgro1,passeriformes,
blfhaw1,accipitriformes,
blfhon1,passeriformes,
blfibi1,pelecaniformes,
blfjac1,galbuliformes,
blflan1,caprimulgiformes,
blflau1,passeriformes,
blflor1,psittaciformes,
blfmal1,cuculiformes,
blfmon1,passeriformes,
blfmun1,passeriformes,
blfnun1,galbuliformes,
blfowl1,strigiformes,
blfpar2,psittaciformes,
blfpar3,passeriformes,
blfpit1,passeriformes,
blfred1,passeriformes,
blfrob1,passeriformes,
blfsan1,pterocliformes,
blfshe1,charadriiformes,
blfsol1,passeriformes,
blfspo1,pelecaniformes,
blftan1,passeriformes,
blfter1,charadriiformes,
blftyr1,passeriformes,
blfwar1,passeriformes,
blfwax1,passeriformes,
blfwoo1,passeriformes,
blgant2,passeriformes,
blgbar1,piciformes,
blgdov1,columbiformes,
blgtan1,passeriformes,
blhant1,passeriformes,
blhant2,passeriformes,
blhant3,passeriformes,
blhant4,passeriformes,
blhapa1,passeriformes,
blhbat1,passeriformes,
blhbul1,passeriformes,
blhbun1,passeriformes,
blhbuz1,accipitriformes,
blhcou1,cuculiformes,
blhcou2,cuculiformes,
blhduc1,anseriformes,
blheag1,accipitriformes,
blhfan1,passeriformes,
blhgon1,passeriformes,
blhhem1,passeriformes,
blhher1,pelecaniformes,
blhhon1,passeriformes,
blhhum1,caprimulgiformes,
blhibi1,pelecaniformes,
blhjay1,passeriformes,
blhlap1,charadriiformes,
blhlau1,passeriformes,
blhmyz1,passeriformes,
blhori1,passeriformes,
blhpar1,psittaciformes,
blhpar3,psittaciformes,
blhpar4,psittaciformes,
blhpit1,passeriformes,
blhsal1,passeriformes,
blhsap1,caprimulgiformes,
blhsib1,passeriformes,
blhsis1,passeriformes,
blhspi1,passeriformes,
blhsun1,caprimulgiformes,
blhtan1,passeriformes,
blhthr1,passeriformes,
blhtro1,trogoniformes,
blhwax1,passeriformes,
blhwea1,passeriformes,
blhwhi1,passeriformes,
blhwoo1,piciformes,
bljbab1,passeriformes,
blkcus1,passeriformes,
blkflo1,passeriformes,
blkfra,galliformes,
blkgui,charadriiformes,
blkjac1,caprimulgiformes,
blkkit3,accipitriformes,
blkmam,passeriformes,
blknod,charadriiformes,
blkoys,charadriiformes,
blkpho,passeriformes,
blkrai,gruiformes,
blksaw1,passeriformes,
blksco1,anseriformes,
blksco2,anseriformes,
blksit1,passeriformes,
blkski,charadriiformes,
blksun1,passeriformes,
blkswa,anseriformes,
blkswi,caprimulgiformes,
blkter,charadriiformes,
blktur,charadriiformes,
blkvul,cathartiformes,
bllcis1,passeriformes,
blldac1,passeriformes,
bllpar1,psittaciformes,
bllser1,cariamiformes,
blltit1,passeriformes,
blmfin1,passeriformes,
blmgos1,accipitriformes,
blmlea1,passeriformes,
blmtho1,caprimulgiformes,
blmvir1,passeriformes,
blnara1,piciformes,
blnchl1,passeriformes,
blncis1,passeriformes,
blncra1,gruiformes,
blnere1,passeriformes,
blnmon1,passeriformes,
blnmou1,coliiformes,
blnori1,passeriformes,
blnpar1,psittaciformes,
blnpit1,passeriformes,
blnsto1,ciconiiformes,
blnswa2,anseriformes,
blnswi1,caprimulgiformes,
blntan1,passeriformes,
blnter1,charadriiformes,
blnwea1,passeriformes,
blnwoo1,piciformes,
blophe1,galliformes,
blpfly1,passeriformes,
blpyel1,passeriformes,
blrfla1,piciformes,
blrman1,passeriformes,
blrpar1,psittaciformes,
blrpit1,passeriformes,
blrwar1,passeriformes,
blsant1,passeriformes,
blsbar1,piciformes,
blsbil1,bucerotiformes,
blsflo1,passeriformes,
blslor1,psittaciformes,
blspuf1,galbuliformes,
blsrob1,passeriformes,
blsrob2,passeriformes,
blsspa1,passeriformes,
blswoo1,passeriformes,
bltacc1,passeriformes,
bltant1,passeriformes,
bltant2,passeriformes,
bltant3,passeriformes,
bltapa1,passeriformes,
bltbab1,passeriformes,
bltbar1,piciformes,
bltbar2,piciformes,
bltbob1,galliformes,
bltbri1,caprimulgiformes,
bltcan1,passeriformes,
bltcot1,passeriformes,
bltcou1,cuculiformes,
bltcra1,gruiformes,
bltcuc1,cuculiformes,
blteme1,caprimulgiformes,
bltfal1,falconiformes,
bltfan1,passeriformes,
bltfin1,passeriformes,
bltfly1,passeriformes,
bltgol1,caprimulgiformes,
bltgro1,passeriformes,
bltgro2,passeriformes,
blthon1,passeriformes,
blthum1,caprimulgiformes,
bltjay1,passeriformes,
bltlau1,passeriformes,
bltlea1,passeriformes,
bltmac1,psittaciformes,
bltmal1,passeriformes,
bltman1,caprimulgiformes,
bltmon1,passeriformes,
bltmon2,passeriformes,
bltmot1,coraciiformes,
bltmun1,passeriformes,
bltori1,passeriformes,
bltpar1,passeriformes,
bltpar2,psittaciformes,
bltpuf1,caprimulgiformes,
bltrob1,passeriformes,
bltrol1,coraciiformes,
bltsal1,passeriformes,
bltspi1,passeriformes,
bltsta1,caprimulgiformes,
bltsta2,caprimulgiformes,
bltsun1,passeriformes,
bltthi1,passeriformes,
blttit1,passeriformes,
blttit2,passeriformes,
blttra1,caprimulgiformes,
blttro1,trogoniformes,
blttro2,trogoniformes,
bltwax1,passeriformes,
bltwhi1,passeriformes,
bltwre1,passeriformes,
blubun,passeriformes,
blubus1,otidiformes,
blucha2,passeriformes,
blucha3,passeriformes,
blucot1,passeriformes,
blucou1,cuculiformes,
blucra2,gruiformes,
blucus1,passeriformes,
bludac1,passeriformes,
bluduc1,anseriformes,
bluebo1,psittaciformes,
bluebo4,psittaciformes,
blueth,passeriformes,
blufan1,passeriformes,
blufin1,passeriformes,
bluflo1,passeriformes,
blugrb1,passeriformes,
blujay,passeriformes,
blujeb2,passeriformes,
blulor1,psittaciformes,
blumoc,passeriformes,
blunut1,passeriformes,
blupet1,procellariiformes,
blupit1,passeriformes,
bluqua1,galliformes,
blusee1,passeriformes,
blusee4,passeriformes,
bluswa1,passeriformes,
blutit,passeriformes,
bluvan1,passeriformes,
blwbis1,passeriformes,
blwbul1,passeriformes,
blwkoo1,coraciiformes,
blwlap1,charadriiformes,
blwlau1,passeriformes,
blwlea1,passeriformes,
blwlor1,psittaciformes,
blwlov1,psittaciformes,
blwmin1,passeriformes,
blwmon1,passeriformes,
blwori1,passeriformes,
blwpar1,psittaciformes,
blwpar2,psittaciformes,
blwpar3,psittaciformes,
blwpit1,passeriformes,
blwpra1,charadriiformes,
blwsal1,passeriformes,
blwsno1,passeriformes,
blwtan1,passeriformes,
blwthr1,passeriformes,
blwwar1,passeriformes,
blyhae1,accipitriformes,
blyhor1,bucerotiformes,
blykin1,coraciiformes,
blylew1,passeriformes,
blypaf1,passeriformes,
blypip1,passeriformes,
blyros1,passeriformes,
blyshb1,passeriformes,
blyswi1,caprimulgiformes,
blytra1,galliformes,
bnbpyt1,passeriformes,
bncbab1,passeriformes,
bncbrt1,galliformes,
bncfly,passeriformes,
bnchor1,bucerotiformes,
bncjuf1,passeriformes,
bncrai1,gruiformes,
bncwoo2,piciformes,
bncwoo3,piciformes,
bnhcow,passeriformes,
bnhgul1,charadriiformes,
bnhnut,passeriformes,
bnnpar2,psittaciformes,
bnrcot1,passeriformes,
bnsfly1,passeriformes,
bnttre1,passeriformes,
bnttre2,passeriformes,
bnweye1,passeriformes,
bnwkin1,coraciiformes,
bobeat1,coraciiformes,
bobfly1,passeriformes,
bobfly2,passeriformes,
bobher1,pelecaniformes,
boboli,passeriformes,
bocaka1,passeriformes,
boclon2,passeriformes,
bocsun2,passeriformes,
bocwea1,passeriformes,
boefly1,passeriformes,
bogcuc1,cuculiformes,
bograi1,gruiformes,
bohsun1,passeriformes,
bohwax,passeriformes,
bohwhi1,passeriformes,
boisha1,suliformes,
bokmak1,passeriformes,
bolbla1,passeriformes,
bolear1,passeriformes,
bolpig1,columbiformes,
bolrec1,passeriformes,
bolsla1,passeriformes,
bolspi1,passeriformes,
boltap1,passeriformes,
boltyr1,passeriformes,
boneag2,accipitriformes,
bongro1,passeriformes,
bongul,charadriiformes,
bonhon1,passeriformes,
bonnig1,caprimulgiformes,
bonpar1,psittaciformes,
bonpet,procellariiformes,
bonpig1,columbiformes,
bonthr2,passeriformes,
booeag1,accipitriformes,
boorat2,caprimulgiformes,
boorat4,caprimulgiformes,
boowar1,passeriformes,
bopphe1,galliformes,
boptyr1,passeriformes,
borbar1,piciformes,
borbri1,passeriformes,
borchi2,passeriformes,
borcis1,passeriformes,
borgrm1,passeriformes,
borlea1,passeriformes,
borowl,strigiformes,
borspi1,passeriformes,
borstu1,passeriformes,
bortai1,caprimulgiformes,
bortre1,passeriformes,
borwhi1,passeriformes,
borwht1,passeriformes,
bostib1,passeriformes,
botgra,passeriformes,
botlar1,passeriformes,
botspa,passeriformes,
botwea1,passeriformes,
boubat1,passeriformes,
boucha1,passeriformes,
boucro1,passeriformes,
bouhon1,passeriformes,
boumon1,passeriformes,
boupar2,psittaciformes,
bouthi1,passeriformes,
bouwre1,passeriformes,
bowbab1,passeriformes,
bowfin1,passeriformes,
bowsht1,passeriformes,
boycus1,passeriformes,
brabus1,passeriformes,
bracor,suliformes,
braeme2,caprimulgiformes,
braeme3,caprimulgiformes,
brafri1,passeriformes,
brahor1,bucerotiformes,
brakit1,accipitriformes,
bramar1,passeriformes,
brambl,passeriformes,
bramer1,anseriformes,
brant,anseriformes,
brarub1,caprimulgiformes,
brasta1,passeriformes,
braswi1,caprimulgiformes,
bratan1,passeriformes,
bratap1,passeriformes,
bratea1,anseriformes,
bratin1,tinamiformes,
brbant1,passeriformes,
brbant2,passeriformes,
brbbar1,piciformes,
brbbul1,passeriformes,
brbfai1,passeriformes,
brbfai2,passeriformes,
brbflo1,passeriformes,
brbfly1,passeriformes,
brbfly2,passeriformes,
brbger1,passeriformes,
brbhon1,passeriformes,
brbhum,caprimulgiformes,
brbhum2,caprimulgiformes,
brbmoc1,passeriformes,
brbmot1,coraciiformes,
brbnee1,caprimulgiformes,
brbpar1,psittaciformes,
brbpar2,psittaciformes,
brbpar3,psittaciformes,
brbpri1,procellariiformes,
brbpuf1,galbuliformes,
brbrol1,coraciiformes,
brbsan,charadriiformes,
brbscy1,passeriformes,
brbsol1,passeriformes,
brbswa1,passeriformes,
brbtan1,passeriformes,
brbtod1,coraciiformes,
brbwar1,passeriformes,
brbwar2,passeriformes,
brbwhi1,passeriformes,
brbwoo1,piciformes,
brcale1,passeriformes,
brcbar1,piciformes,
brcdov1,columbiformes,
brcfan1,passeriformes,
brcfly1,passeriformes,
brcful1,passeriformes,
brclap1,charadriiformes,
brclau1,passeriformes,
brcmar1,passeriformes,
brcred1,passeriformes,
brcsta1,passeriformes,
brctch1,passeriformes,
brctyr,passeriformes,
brcvir1,passeriformes,
brcwea1,passeriformes,
brdowl,strigiformes,
brebla,passeriformes,
brebul1,passeriformes,
brephe1,galliformes,
brespa,passeriformes,
bretai1,passeriformes,
brewoo1,piciformes,
brfgle1,passeriformes,
brfowl1,strigiformes,
brftan1,passeriformes,
brfwoo1,piciformes,
brgdov1,columbiformes,
brgeup1,passeriformes,
brgpig1,columbiformes,
brhant1,passeriformes,
brhapa1,passeriformes,
brhbar1,piciformes,
brhcro1,passeriformes,
brhgre1,passeriformes,
brhgul2,charadriiformes,
brhhon1,passeriformes,
brhkin1,coraciiformes,
brhpar1,psittaciformes,
brhpar2,psittaciformes,
brhthr1,passeriformes,
brican1,passeriformes,
brigra2,passeriformes,
brihon1,passeriformes,
bripet,procellariiformes,
brispa1,passeriformes,
briter1,charadriiformes,
britit,passeriformes,
brlwar1,passeriformes,
brnbar1,piciformes,
brnbar2,piciformes,
brnboo,suliformes,
brncac1,passeriformes,
brncre,passeriformes,
brnfir1,passeriformes,
brnhao1,strigiformes,
brnhao3,strigiformes,
brnhor1,bucerotiformes,
brnjay,passeriformes,
brnnod,charadriiformes,
brnowl,strigiformes,
brnpar1,psittaciformes,
brnpel,pelecaniformes,
brnpig1,columbiformes,
brnpri2,passeriformes,
brnpri3,passeriformes,
brnrav1,passeriformes,
brnshr,passeriformes,
brnsku3,charadriiformes,
brnthr,passeriformes,
brnwar1,passeriformes,
broacc1,passeriformes,
brobab1,passeriformes,
brobul1,passeriformes,
brocow,passeriformes,
brocow2,passeriformes,
brocra1,gruiformes,
brodip1,passeriformes,
brodro1,passeriformes,
broela1,passeriformes,
brofal1,falconiformes,
brofan1,passeriformes,
brofly1,passeriformes,
broful1,passeriformes,
broger1,passeriformes,
brogos1,accipitriformes,
broher,caprimulgiformes,
brohon1,passeriformes,
broill1,passeriformes,
broinc1,caprimulgiformes,
broinc2,caprimulgiformes,
brojac1,galbuliformes,
brojac2,galbuliformes,
brolga1,gruiformes,
brolor1,psittaciformes,
broman1,passeriformes,
bromes1,mesitornithiformes,
bronig1,caprimulgiformes,
bronun1,galbuliformes,
broori1,passeriformes,
bropar1,passeriformes,
bropri1,passeriformes,
broqua1,galliformes,
brosha1,suliformes,
brosic1,passeriformes,
broson1,passeriformes,
brosun1,passeriformes,
brotan1,passeriformes,
brotea1,anseriformes,
brotho1,passeriformes,
brotin1,tinamiformes,
brotre1,passeriformes,
brotre2,passeriformes,
brotwi1,passeriformes,
brqdov1,columbiformes,
brratt1,passeriformes,
brrbun1,passeriformes,
brrmin1,passeriformes,
brrsee1,passeriformes,
brrtap1,passeriformes,
brrwhe10,passeriformes,
brrwhe3,passeriformes,
brrwhe4,passeriformes,
brrwhe8,passeriformes,
brrwhe9,passeriformes,
brseag1,accipitriformes,
brsrob1,passeriformes,
brtbab1,passeriformes,
brtbar1,piciformes,
brtcha1,passeriformes,
brtcom1,caprimulgiformes,
brtcur,charadriiformes,
brtgra2,passeriformes,
brther2,caprimulgiformes,
brthum,caprimulgiformes,
brtpar1,psittaciformes,
brtpar2,psittaciformes,
brtplu1,caprimulgiformes,
brttho1,caprimulgiformes,
brubro1,columbiformes,
brubrt1,galliformes,
brubru1,passeriformes,
brucuc1,cuculiformes,
brucuc2,cuculiformes,
brufly1,passeriformes,
brutin1,tinamiformes,
bruwat1,passeriformes,
brvear1,caprimulgiformes,
brwcou1,charadriiformes,
brweye1,passeriformes,
brwhaw,accipitriformes,
brwjac1,charadriiformes,
brwowl1,strigiformes,
brwpar1,psittaciformes,
brwpar2,passeriformes,
brwrai1,gruiformes,
brwsta1,passeriformes,
brwwar1,passeriformes,
bryfin1,passeriformes,
bryshe1,procellariiformes,
bsbeye1,passeriformes,
bsrcha1,passeriformes,
bssowl,strigiformes,
bswdov1,columbiformes,
bswowl1,strigiformes,
btbeat1,coraciiformes,
btbeat2,coraciiformes,
btbrob1,passeriformes,
btbsun2,passeriformes,
btbwar,passeriformes,
btfgle1,passeriformes,
btgsta1,passeriformes,
bthhue1,passeriformes,
btmjay,passeriformes,
btnhen1,gruiformes,
btnwar,passeriformes,
btpgua1,galliformes,
btpphe1,galliformes,
btpwhy1,passeriformes,
btsfin1,passeriformes,
btstan1,passeriformes,
btther1,pelecaniformes,
btttyr1,passeriformes,
btttyr2,passeriformes,
btwbab1,passeriformes,
btweye1,passeriformes,
btweye2,passeriformes,
btywar,passeriformes,
bubbab1,passeriformes,
bubbus1,passeriformes,
bubbut1,charadriiformes,
bubcha1,galliformes,
bubcis1,passeriformes,
bubcor1,passeriformes,
bubcur1,galliformes,
bubear2,passeriformes,
bubfly,passeriformes,
bubgro1,passeriformes,
bubgro2,passeriformes,
bubhel1,caprimulgiformes,
bubher1,caprimulgiformes,
bubhum,caprimulgiformes,
bubmon1,passeriformes,
bubpak1,coraciiformes,
bubpak2,coraciiformes,
bubpuf1,galbuliformes,
bubrai1,gruiformes,
bubsab1,caprimulgiformes,
bubsan,charadriiformes,
bubtan1,passeriformes,
bubtan2,passeriformes,
bubtyr1,passeriformes,
bubwar1,passeriformes,
bubwar2,passeriformes,
bubwre1,passeriformes,
bucbab1,passeriformes,
bucbus1,otidiformes,
bucgre1,passeriformes,
buchor1,bucerotiformes,
bucifr1,passeriformes,
bucjac1,galbuliformes,
bucjay1,passeriformes,
buclau1,passeriformes,
bucmot1,coraciiformes,
bucmot2,coraciiformes,
bucmot3,coraciiformes,
bucmot4,coraciiformes,
bucnig,caprimulgiformes,
bucpar,psittaciformes,
bucred1,passeriformes,
bucsap1,caprimulgiformes,
buctof1,passeriformes,
budger,psittaciformes,
buffal1,falconiformes,
buffle,anseriformes,
bufhel1,caprimulgiformes,
bufhum1,caprimulgiformes,
buflau1,passeriformes,
bufowl1,strigiformes,
bufowl2,strigiformes,
bufpar,psittaciformes,
bufpar1,psittaciformes,
bufpip1,passeriformes,
bufscr1,passeriformes,
bufsee1,passeriformes,
buftuf1,passeriformes,
buftuf3,passeriformes,
buggna,passeriformes,
buglio1,passeriformes,
bugnod,charadriiformes,
bugrob1,passeriformes,
bugsta1,passeriformes,
bugtan,passeriformes,
buhcou1,cuculiformes,
buhmac1,psittaciformes,
buhshr1,passeriformes,
buhsun1,passeriformes,
buhvir,passeriformes,
bukwoo1,charadriiformes,
bulalb2,procellariiformes,
bulori,passeriformes,
bulpet,procellariiformes,
bulphe1,galliformes,
bulshe,procellariiformes,
bumbee1,coraciiformes,
bumhum,caprimulgiformes,
bunere1,passeriformes,
bunfly1,passeriformes,
bunibi1,pelecaniformes,
bunwoo1,piciformes,
burbus1,passeriformes,
burcou2,charadriiformes,
burcus1,passeriformes,
burhon1,passeriformes,
burjuf1,passeriformes,
burori2,passeriformes,
burori3,passeriformes,
burowl,strigiformes,
burpar,psittaciformes,
bursan1,pterocliformes,
burshr1,passeriformes,
burtai1,psittaciformes,
burtho1,passeriformes,
burthr,passeriformes,
burthr1,passeriformes,
burwar1,passeriformes,
burwhe1,passeriformes,
burwoo1,piciformes,
buryuh1,passeriformes,
busbla1,passeriformes,
busbus1,passeriformes,
busfla1,piciformes,
busflu1,gruiformes,
bushti,passeriformes,
buspet1,passeriformes,
buspip1,passeriformes,
busrob1,passeriformes,
buswid1,passeriformes,
buswoo1,piciformes,
buswre1,passeriformes,
butapa1,passeriformes,
butcor1,caprimulgiformes,
butfly1,passeriformes,
butfly2,passeriformes,
butfog4,passeriformes,
buthil1,caprimulgiformes,
buthum,caprimulgiformes,
butkne1,charadriiformes,
butpuf1,caprimulgiformes,
butpur1,passeriformes,
butsal1,passeriformes,
butsic1,caprimulgiformes,
butsun2,passeriformes,
buttro1,trogoniformes,
butwar1,passeriformes,
