ebird2021,comment
aldfly,
amecro,
amegfi,
amered,
amerob,
amewoo,
balori,
bcnher,
belkin1,
bkbwar,
bkcchi,
blcjay1,
blcman1,
blhpar1,
blttro1,
blujay,
bnhcow,
boboli,
brdowl,
brncre,
btnwar,
buhvir,
buwwar,
cangoo,
cedwax,
chbant1,
chotou1,
chswar,
comgra,
comrav,
comyel,
coohaw,
daejun,
dowwoo,
duspig2,
easblu,
easkin,
easpho,
eastow,
eawpew,
eursta,
foxspa,
gockin,
grbher3,
grcfly,
grnher,
grycat,
haiwoo,
herthr,
hoowar,
houfin,
houwre,
killde,
leafly,
mallar3,
moudov,
naswar,
norcar,
norfli,
norwat,
ovenbi1,
pilwoo,
pinsis,
purfin,
rebnut,
rebwoo,
redcro,
reevir1,
rewbla,
ribgul,
robgro,
rthhum,
ruckin,
rusbla,
scatan,
snogoo,
solsan,
sonspa,
spemou1,
sposan,
swaspa,
tenwar,
treswa,
tuftit,
tunswa,
veery,
warvir,
wesant1,
whbnut,
whtspa,
wooduc,
woothr,
yebsap,
yelwar,
yerwar,
yetvir,
