TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
19293,species,piebut1,Pied Butcherbird,Cracticus nigrogularis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19296,species,blabut1,Black Butcherbird,Cracticus quoyi,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19302,species,ausmag2,Australian Magpie,Gymnorhina tibicen,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19303,issf,ausmag1,Australian Magpie (Papuan),Gymnorhina tibicen papuana,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19304,issf,ausmag3,Australian Magpie (Black-backed),Gymnorhina tibicen [tibicen Group],Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19309,issf,ausmag6,Australian Magpie (Western),Gymnorhina tibicen dorsalis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19310,intergrade,ausmag4,Australian Magpie (Black-backed x Western),Gymnorhina tibicen [tibicen Group] x dorsalis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19311,issf,ausmag7,Australian Magpie (White-backed),Gymnorhina tibicen telonocua/tyrannica,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19314,intergrade,ausmag5,Australian Magpie (Black-backed x White-backed),Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19315,issf,ausmag8,Australian Magpie (Tasmanian),Gymnorhina tibicen hypoleuca,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,ausmag2
19316,species,piecur1,Pied Currawong,Strepera graculina,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19323,species,blacur2,Black Currawong,Strepera fuliginosa,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19327,species,grycur1,Gray Currawong,Strepera versicolor,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19328,issf,grycur2,Gray Currawong (Gray),Strepera versicolor versicolor/plumbea,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,grycur1
19331,issf,grycur3,Gray Currawong (Clinking),Strepera versicolor arguta,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,grycur1
19332,issf,grycur4,Gray Currawong (Black-winged),Strepera versicolor melanoptera,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,grycur1
19333,issf,grycur5,Gray Currawong (Brown),Strepera versicolor intermedia,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,grycur1
19334,issf,grycur6,Gray Currawong (Kangaroo I.),Strepera versicolor halmaturina,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,grycur1
19335,spuh,curraw1,currawong sp.,Strepera sp.,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19337,species,motwhi1,Mottled Berryhunter,Rhagologus leucostigma,Passeriformes,Rhagologidae (Mottled Berryhunter),Mottled Berryhunter,
19342,species,whtshr1,White-tailed Shrike,Lanioturdus torquatus,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19343,species,btweye2,Brown-throated Wattle-eye,Platysteira cyanea,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19347,species,wfweye1,White-fronted Wattle-eye,Platysteira albifrons,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19348,species,btweye1,Black-throated Wattle-eye,Platysteira peltata,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19352,species,baweye1,Banded Wattle-eye,Platysteira laticincta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19353,species,chweye1,Chestnut Wattle-eye,Platysteira castanea,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19354,species,weawae1,West African Wattle-eye,Platysteira hormophora,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19355,species,wsweye1,White-spotted Wattle-eye,Platysteira tonsa,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19356,species,rcweye1,Red-cheeked Wattle-eye,Platysteira blissetti,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19357,species,bnweye1,Black-necked Wattle-eye,Platysteira chalybea,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19358,species,jaweye1,Jameson's Wattle-eye,Platysteira jamesoni,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19359,species,ybweye1,Yellow-bellied Wattle-eye,Platysteira concreta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19360,issf,yebwae1,Yellow-bellied Wattle-eye (West African),Platysteira concreta concreta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,ybweye1
19361,issf,yebwae2,Yellow-bellied Wattle-eye (Angola),Platysteira concreta ansorgei,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,ybweye1
19362,issf,yebwae3,Yellow-bellied Wattle-eye (Central African),Platysteira concreta graueri,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,ybweye1
19363,issf,yebwae4,Yellow-bellied Wattle-eye (Kungwe),Platysteira concreta kungwensis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,ybweye1
19364,spuh,wattle2,wattle-eye sp.,Platysteira sp.,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19365,species,boubat1,Boulton's Batis,Batis margaritae,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19366,issf,boubat2,Boulton's Batis (Angolan),Batis margaritae margaritae,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,boubat1
19367,issf,boubat3,Boulton's Batis (Eastern),Batis margaritae kathleenae,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,boubat1
19368,species,shtbat1,Short-tailed Batis,Batis mixta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19369,issf,shtbat2,Short-tailed Batis (Short-tailed),Batis mixta mixta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,shtbat1
19370,issf,shtbat3,Short-tailed Batis (Reichenow's),Batis mixta reichenowi,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,shtbat1
19371,species,darbat1,Dark Batis,Batis crypta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19372,species,ruwbat1,Rwenzori Batis,Batis diops,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19373,species,capbat10,Cape Batis,Batis capensis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19374,issf,capbat3,Cape Batis (Gray-mantled),Batis capensis [erythrophthalma Group],Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,capbat10
19378,issf,capbat4,Cape Batis (Cape),Batis capensis capensis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,capbat10
19379,species,capbat2,Malawi Batis,Batis dimorpha,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19382,slash,capbat1,Cape/Malawi Batis,Batis capensis/dimorpha,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19383,species,woobat1,Woodwards' Batis,Batis fratrum,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19384,species,chibat1,Chinspot Batis,Batis molitor,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19389,species,palbat1,Pale Batis,Batis soror,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19390,species,pribat1,Pririt Batis,Batis pririt,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19393,species,senbat1,Senegal Batis,Batis senegalensis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19394,species,gyhbat1,Gray-headed Batis,Batis orientalis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19399,species,bkhbat1,Western Black-headed Batis,Batis erlangeri,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19402,species,bkhbat2,Eastern Black-headed Batis,Batis minor,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19405,slash,blhbat1,Western/Eastern Black-headed Batis,Batis erlangeri/minor,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19406,species,pygbat1,Pygmy Batis,Batis perkeo,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19407,species,verbat1,Verreaux's Batis,Batis minima,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19408,species,itubat1,Ituri Batis,Batis ituriensis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19409,species,fepbat1,Bioko Batis,Batis poensis,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19410,species,weabat1,West African Batis,Batis occulta,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19411,species,angbat1,Angola Batis,Batis minulla,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19412,spuh,batis1,batis sp.,Batis sp.,Passeriformes,Platysteiridae (Wattle-eyes and Batises),Wattle-eyes and Batises,
19414,species,whihel1,White Helmetshrike,Prionops plumatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19415,issf,whihel2,White Helmetshrike (Long-crested),Prionops plumatus plumatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",whihel1
19416,issf,whihel3,White Helmetshrike (Yellow-eyed),Prionops plumatus [poliocephalus Group],Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",whihel1
19421,species,gychel1,Gray-crested Helmetshrike,Prionops poliolophus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19422,species,yechel1,Yellow-crested Helmetshrike,Prionops alberti,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19423,species,chbhel1,Red-billed Helmetshrike,Prionops caniceps,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19424,issf,rebhel1,Red-billed Helmetshrike (Red-billed),Prionops caniceps caniceps,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",chbhel1
19425,issf,rebhel2,Red-billed Helmetshrike (Gray-cheeked),Prionops caniceps harterti,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",chbhel1
19426,species,rubhel1,Rufous-bellied Helmetshrike,Prionops rufiventris,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19429,species,rethel1,Retz's Helmetshrike,Prionops retzii,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19434,species,anghel1,Angola Helmetshrike,Prionops gabela,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19435,species,chfhel1,Chestnut-fronted Helmetshrike,Prionops scopifrons,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19439,species,afrshf1,African Shrike-flycatcher,Megabyas flammulatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19442,species,bawfly1,Black-and-white Shrike-flycatcher,Bias musicus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19446,species,malwoo1,Malabar Woodshrike,Tephrodornis sylvicola,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19447,species,larwoo1,Large Woodshrike,Tephrodornis virgatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19458,species,comwoo1,Common Woodshrike,Tephrodornis pondicerianus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19462,slash,y01096,Malabar/Common Woodshrike,Tephrodornis sylvicola/pondicerianus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19463,slash,y00663,Large/Common Woodshrike,Tephrodornis virgatus/pondicerianus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19464,species,srlwoo1,Sri Lanka Woodshrike,Tephrodornis affinis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19465,species,bwfshr1,Bar-winged Flycatcher-shrike,Hemipus picatus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19470,species,bwfshr2,Black-winged Flycatcher-shrike,Hemipus hirundinaceus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19471,species,ruwphi2,Rufous-winged Philentoma,Philentoma pyrhoptera,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19474,species,mabphi2,Maroon-breasted Philentoma,Philentoma velata,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19477,slash,y00889,Rufous-winged/Maroon-breasted Philentoma,Philentoma pyrhoptera/velata,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19478,species,arcnew1,Archbold's Newtonia,Newtonia archboldi,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19479,species,comnew1,Common Newtonia,Newtonia brunneicauda,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19482,species,darnew1,Dark Newtonia,Newtonia amphichroa,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19483,issf,darnew2,Dark Newtonia (amphichroa),Newtonia amphichroa amphichroa,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",darnew1
19484,issf,darnew3,Dark Newtonia (lavarambo),Newtonia amphichroa lavarambo,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",darnew1
19485,species,retnew1,Red-tailed Newtonia,Newtonia fanovanae,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19486,species,tylvan1,Tylas Vanga,Tylas eduardi,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19487,issf,tylvan2,Tylas Vanga (Eduard's),Tylas eduardi eduardi,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",tylvan1
19488,issf,tylvan3,Tylas Vanga (White-throated),Tylas eduardi albigularis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",tylvan1
19489,species,retvan1,Red-tailed Vanga,Calicalicus madagascariensis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19490,species,resvan1,Red-shouldered Vanga,Calicalicus rufocarpalis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19491,species,nuthat2,Nuthatch-Vanga,Hypositta corallirostris,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19492,species,chavan2,Chabert Vanga,Leptopterus chabert,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19493,issf,chavan1,Chabert Vanga (Chabert),Leptopterus chabert chabert,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",chavan2
19494,issf,chavan3,Chabert Vanga (White-tailed),Leptopterus chabert schistocercus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",chavan2
19495,species,crobab1,Crossley's Vanga,Mystacornis crossleyi,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19496,species,bluvan2,Comoros Blue Vanga,Cyanolanius comorensis,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19499,species,bluvan3,Madagascar Blue Vanga,Cyanolanius madagascarinus,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19500,species,hobvan1,Hook-billed Vanga,Vanga curvirostris,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19501,issf,hobvan2,Hook-billed Vanga (Hook-billed),Vanga curvirostris curvirostris,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",hobvan1
19502,issf,hobvan3,Hook-billed Vanga (Black-crowned),Vanga curvirostris cetera,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",hobvan1
19503,species,warfly1,Ward's Flycatcher,Pseudobias wardi,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19504,species,rufvan1,Rufous Vanga,Schetba rufa,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",
19505,issf,rufvan2,Rufous Vanga (rufa),Schetba rufa rufa,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)","Vangas, Helmetshrikes, and Allies",rufvan1
